,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15
CD8_TRM_EM,0.13199464225223664,0.10147795511750232,0.014321420889864225,0.046918282928956695,0.01312432621037212,0.019384079847327203,0.04517533017244214,0.02275361567234248,0.10433373918172872,0.19803682345381257,0.023829826637496162,0.04879970009813665,0.02057668294249731,0.1635170675013368,0.01962982578624383,0.02612668130770415
CD8_TRM,0.12944524860880713,0.08194664681085237,0.01724309509941965,0.08483019908756076,0.007671055752188309,0.02046721374305649,0.07687581339588218,0.011036684197518338,0.08828754150790656,0.1757786945325062,0.02852758001923411,0.09537103281120635,0.01066789003845459,0.15206999566407411,0.0012896488444206938,0.018491659886912197
Chondrocyte,0.04027237509728464,0.0,0.018924259902824404,0.030301243562966186,0.0,0.28745279021275805,0.02582767613503164,0.06298076036349613,0.004940070540897161,0.08850555932569824,0.1109350269017847,0.0,0.0,0.021773775820442223,0.11422268895969213,0.19386377317712433
Ciliated,5.8864889933924964e-05,0.0,7.452955255898558e-05,0.8873847701718997,0.0,0.00016852593911557186,0.0036306987433117584,0.005979519303585939,0.0,0.0,0.0025041726356363966,0.09724036705018886,0.001078112198167945,8.052171961412599e-05,0.0017999177959867106,0.0
DC_1,0.03410001607087478,0.22637472340870604,0.0,0.034603076311879165,0.011624051930172954,0.04911235576291686,0.050276538191058255,0.0414059582718977,0.09710637809131181,0.18817759453532446,0.0,0.019425866195244727,0.09379842968829796,0.08403155849287287,0.05831132543743553,0.011652127612006985
DC_2,0.09732826020198586,0.22776531747398432,0.0,0.07100484964888908,0.009248120018386903,0.003175047240943231,0.10319753575267356,0.013564846366515653,0.09078860257698813,0.18135015586722658,0.0,0.015597684015713691,0.057889521305712954,0.11320012254757757,0.015231828859418607,0.0006581081239840641
DC_activated,0.10046890279634342,0.17696593571033903,0.004074925207202906,0.04485557105661274,0.0,0.02571373842417525,0.05380867371572789,0.002602487663269981,0.11398696672312077,0.21622416871820374,0.009896438903678053,0.04226323781715806,0.03390747283777245,0.16146131632723454,0.00944952004478224,0.004320644054378811
DC_plasmacytoid,0.09228068664348768,0.09843442501553372,0.019664105869627788,0.058862296605595325,0.026706411813344735,0.03693296061200501,0.0813812678000228,0.029677797551456074,0.07944554796878063,0.16184138195650147,0.03584524567010639,0.0631951344560227,0.033164997684123274,0.11888206488161845,0.026437452167395143,0.037248223304378714
Deuterosomal,0.0,0.0,0.0,0.5316110947402426,0.0,0.004923228698984068,0.10654234638568205,0.0,0.0,0.0,0.0,0.35692333017509126,0.0,0.0,0.0,0.0
Dividing_AT2,0.06405890009834739,0.03943374644232208,0.004033679704715284,0.018397846436835636,0.009154305832662921,0.016010676761451844,0.21384546261602916,0.008914676862804189,0.12819888026237222,0.10543746203230854,0.003507767375412895,0.12936654859908786,0.0,0.25843881815765085,0.0,0.001201228817998987
Dividing_Basal,0.0,0.0,0.0,0.0,0.0,0.0,0.7293459567557021,0.16683068137581902,0.004563638969726735,0.0,0.04062654410920452,0.0,0.0,0.0,0.05863317878954767,0.0
Endothelia_Lymphatic,0.05056876344368685,0.014668034599520634,0.04841657261686471,0.0,0.02359731963387559,0.05279465643970725,0.0002581851746455043,0.0012022545577235512,0.012344692052900227,0.07824917463594158,0.06170868614270798,0.0,0.29342753079885775,0.02550382186612815,0.33235938057931996,0.00490092745812041
Endothelia_vascular_Cap_a,0.5504792520799536,0.014649522827834745,0.0025320907052732784,0.00011360940770143197,9.02725892476015e-05,0.0,0.0,0.0014036600623952517,0.061732091749283076,0.16065013356296187,0.00599442646969918,0.0,0.0,0.20046305490220345,0.00023627877091497916,0.00165560687253168
Endothelia_vascular_Cap_g,0.6284248234691404,0.0,0.0007336112772967034,0.0,0.0021363347478816973,0.0,0.0,0.0016327637268563839,0.04135597302426524,0.15584565057309752,0.0029551004185165678,0.0,0.0022188273092550526,0.1612780107894822,0.0011773002129112898,0.002241604451296789
Endothelia_vascular_arterial_pulmonary,0.3318414872165962,0.006515265812039685,0.13572233341486176,0.0,0.0065183018320495376,0.27164913948383645,8.025659653838176e-05,0.0,0.01565025308509165,0.09219545945058373,0.03634306187194627,0.0,0.0579455625920305,0.03857928288239677,0.0,0.006959595762029344
Endothelia_vascular_arterial_systemic,0.0776712456150086,0.0,0.20756476474108226,0.0,0.0,0.6847304179345451,0.0,0.0,0.0,0.0,0.0,0.0,0.03003357170936399,0.0,0.0,0.0
Endothelia_vascular_venous_pulmonary,0.18230363892789414,0.012457145036905946,0.07251376988603442,8.030276391370588e-05,0.009234015967803731,0.05031481386930553,0.0004510360217521582,0.017864439031875245,0.01601351757832646,0.07668374855677743,0.06667356560551273,0.0018779555871607002,0.2897780402439253,0.04085252756159325,0.12828527940065992,0.03461620396055936
Endothelia_vascular_venous_systemic,0.00823251053358873,0.0,0.014732615869233346,0.0004022614837005383,0.012971367998095885,0.011184790635156915,0.0,0.020083837112793195,0.0,0.0,0.02590180162637225,0.0,0.8850197775981847,0.0,0.0,0.021471037142874343
Erythrocyte,0.13325675845260787,0.15830373117917032,0.06871416205064435,0.01578104996095348,0.0,0.04364049381409588,0.012122505395859596,0.0,0.08612666934087972,0.2418332387884729,0.016778674898711238,0.010418727944889827,0.0114668188361758,0.20155716933753895,0.0,0.0
Fibro_adventitial,0.0009048789701340176,0.0,0.02016288976352147,0.0006693258828509957,0.09058050369240617,0.02570378453296931,0.0,0.05316681425603651,0.0,0.0,0.041377491447134096,0.0,0.0,0.0,0.7018655225771502,0.06556878887779724
Fibro_alveolar,0.1569205734763816,0.0032686585149870866,0.0,0.0,0.0,0.0,0.0,0.0,0.06711116264893857,0.5869882713066786,0.0010284557980081675,0.0,0.0,0.18468287825500604,0.0,0.0
Fibro_immune_recruiting,0.013306297434087408,0.009213576108658675,0.007056817014636774,0.0,0.18756479817835747,0.029088727351171795,0.0,0.10395967267668552,0.005826248230343575,0.03503775939437131,0.023096584280647044,0.0,0.11770155337228821,0.009507918511194067,0.3378330412794727,0.12080700616808544
Fibro_myofibroblast,0.0,0.0,0.00633593653905184,0.0,0.0,0.0,0.0,0.0,0.0,0.01366606997057264,0.010949420780967509,0.0,0.12372737372280039,0.0038857985164946454,0.841435400470113,0.0
Fibro_peribronchial,0.019470388851771245,0.012071489990055164,0.03206507160861168,0.027397859459427153,0.0,0.10022007678885532,0.17251123584360226,0.0,0.002456807100541087,0.10030275696528707,0.17731231974303335,0.0,0.16516700114931987,0.016776385557924996,0.17419475521732528,5.3851724245698776e-05
Fibro_perichondrial,0.012968960896652818,0.0,0.0,0.007066950704646208,0.0,0.5215572179645549,0.014556020644579662,0.0,0.0,0.03494400399887882,0.06452674548398761,0.0,0.0,0.015348862028086609,0.32520319738994447,0.0038280408886691222
ILC,0.10111276883115536,0.08772556592502938,0.03292040912393409,0.03251416436382946,0.026795206791453897,0.03168024464476609,0.04055441343015887,0.03883505539928382,0.08723895317764924,0.1647864751590199,0.04823596727449972,0.030113804453875497,0.0435925523312529,0.12785593437954432,0.06074821307724955,0.045290271637298124
Ionocyte_n_Brush,0.013482582106228887,0.0008200962049190701,0.003941372649728654,0.18620933434575695,0.006093968560831321,0.02067319463939813,0.22490880796022616,0.0038835000129175284,0.006057625015015503,0.00522610668942275,0.009366644118508691,0.46403744854429174,0.0,0.026448173833128235,0.0,0.028851145319626275
MAIT,0.11951638932278094,0.11267584014691016,0.01517567249701916,0.02529154142311285,0.014097543393650018,0.020421812660739832,0.030416045432301468,0.025353950503405817,0.11650945804008324,0.21176311948863444,0.023530208787981996,0.022171805444803815,0.033328459877431105,0.1617043713565305,0.04028338025368297,0.027760401370931474
Macro_CHIT1,0.01254984852321972,0.7370279519868238,0.0,0.0,0.025348235782874026,0.0,0.0,0.00943745363420044,0.04037832122395181,0.05666415175464151,0.0,0.0,0.0,0.06934125211695125,0.04671838444825743,0.0025344005290800307
Macro_interstitial,0.17291011774430495,0.36281682715988833,0.0,0.006818694047945754,0.015897951341468822,0.0,0.0066753736442103735,0.007873125700672591,0.06565781530307466,0.15014024747804733,0.0,0.0013249107552813074,0.01450665138538398,0.14434874137787757,0.04643633151091028,0.0045932125509340034
Macro_AW_CX3CR1,0.07707871788370042,0.1337190958372994,0.0,0.019932125472405672,0.14184190185699164,0.0758960262190376,0.0649530031291395,0.0816227851808304,0.038144054385437956,0.09818627230937076,0.0,0.06730923519660488,0.023708405075102048,0.07968244166981789,0.05139555516686342,0.04653038061739851
Macro_alveolar_metallothioneins,0.08057890338994864,0.2116494470731499,0.044123958515496525,0.0,0.09755974135908707,0.008136748429467119,0.001760932284404637,0.04628953902927349,0.04739030582121589,0.09558367397661925,0.007752283311063715,0.000325049263981816,0.05722573019899444,0.08235699206620618,0.20408784209318942,0.015178853187901995
Macro_alv,0.0494080753921076,0.8094759540591502,0.0013944970980266733,0.0,0.0,0.0,0.0,0.0,0.030477452681925175,0.03427699927165665,0.0020553784213025537,0.0,0.0,0.0729116430758311,0.0,0.0
Macro_dividing,0.07815020721356976,0.6756781813584546,0.00431487704263905,0.0,0.000761096425277924,0.008890634047112617,0.0010288531377856001,0.004545923129252916,0.035049926066175054,0.07074909721939775,0.0044578277208362485,0.0006783218118920101,0.0,0.1070586305454923,0.0067118513933335,0.0019245728887804618
Macro_int,0.06216215392024777,0.28058416312057033,0.0,0.0,0.08573127119521423,0.0,0.0,0.0,0.05921262092613601,0.14713136114361847,0.0,0.0,0.03575184613003181,0.09201839350293312,0.23740819006124833,0.0
Macro_CCL,0.14357381661542667,0.2924739879285689,0.00019940056297613817,0.00650545603413534,0.02272840105220177,0.012511665945150368,0.012583689623836988,0.02790134403205404,0.08511034852615058,0.16479515198833528,0.00031915043836366116,0.0085867262543057,0.01814355602021533,0.14567076320348518,0.04062062096292926,0.018275920811864667
Mast_cell,0.026948642602278878,0.09508746878385817,0.009093600059681706,0.06824866640824995,0.0,0.0026329426355886964,0.09878548362301305,0.0,0.09666762684359712,0.2131292259743672,0.048885904908166126,0.0,0.12758065396718957,0.07732783954049265,0.13561194465351678,0.0
Megakaryocyte,0.09670889961902021,0.0006569155040956464,0.04732039753678513,0.07383730689099119,0.03556542685305874,0.06702306775227776,0.10979266294581037,0.033705851344849366,0.004927244515484984,0.1419772281246968,0.11320533352651434,0.10149505064823024,0.003669019788661951,0.0792770598693131,0.0,0.09083853508021013
Mesothelia,0.0,0.024148163918077184,0.009013762531989777,0.0008479156607389967,0.14468368440766882,0.016085560124285594,0.0031963381874954744,0.19144212451286757,0.0362562777047465,0.01257468609199625,0.0,0.0,0.11131547609868364,0.0,0.3658140980031953,0.08462191275825469
Macrophage_intermediate,0.09575653828489614,0.1842214536853459,0.016799405317226044,0.004691161730333678,0.06144292582823598,0.026912791978629228,0.019360384522065007,0.04933564524473515,0.06206427846926417,0.13523095560968917,0.01209385636851292,0.005569672729627655,0.049022690320258334,0.09888704191666146,0.13272900156427128,0.045882196430247824
Monocyte_CD14,0.1960730552419278,0.1626275442753658,0.0021046245617248878,0.0006349133490492733,0.0032551631313813543,0.006831059713577191,0.005814168706081819,0.0,0.08993827202681984,0.20050123760594943,0.0032817280223572283,0.0003215022737888786,0.054392339630053486,0.14614438845738426,0.12808000300453878,0.0
Monocyte_CD16,0.13794264260854192,0.15145961242273775,0.008432592656382135,0.007207812820265375,0.03196552030370289,0.01679482671137256,0.019150388503268608,0.021061556502062026,0.07705868611021822,0.16944523353464627,0.009391303253317102,0.007622137525530974,0.0609011043245579,0.12416600950633758,0.13928273848959147,0.018117834727467506
Muscle_airway,0.0020722921006954375,0.0,0.15754404313427134,0.001730886323085945,0.0,0.009305579665124372,0.0035285577763862503,0.0,0.0003991509384102033,0.002644628270739599,0.8213433586412101,0.00017130877464994305,0.0,0.001260194375426625,0.0,0.0
Muscle_pericyte_airway,0.0030584891164011523,0.013554458254885248,0.035637420830911946,0.0,0.044892771818006195,0.013501777828577435,0.0,0.009162522054089444,0.006479679775606777,0.01864546828648972,0.011402036179225968,0.0,0.44378859903386375,0.004855933382967718,0.3607221631432556,0.03429868029571905
Muscle_pericyte_parenchyma,0.3747968476131614,0.009443462081602612,0.010691497992441974,0.0,0.009969559011440919,0.007305882588904342,3.973370855957258e-05,0.013850709339021963,0.066823675641811,0.25854581136599986,0.014363417189743063,0.0,0.0034048913740855925,0.20601160118211315,0.007730521784609168,0.01702238912650529
Muscle_perivascular_immune_recruiting,0.039718099746965635,0.010646179936210802,0.058906391951942035,0.0,0.11931641522007912,0.04915102844548677,0.0,0.09149725408455354,0.007683897427306733,0.027375329481236707,0.043373473096172926,0.0,0.20359138302331167,0.016604358015618468,0.22314315472739532,0.10899303484372035
Muscle_smooth_pulmonary,0.0,0.0,0.5223627720863607,0.0,0.0,0.0,0.0,0.0,0.0,0.005115516367162083,0.4479022737938746,0.0,0.004599741943547963,0.002708689896911329,0.017311005912143414,0.0
Muscle_smooth_syst_arterial,0.0,0.0,0.6870286945090034,0.001232144344563435,0.00887973630355536,0.0,0.0017656384564338143,0.012855992276046804,0.0,0.0002633866932923301,0.2583901408548069,0.0,0.0,0.00021038531331478438,0.0,0.029373881248983196
Myoepithelial,0.01407910340237224,0.0,0.017166156652454866,0.007709797479819772,0.12274191586384542,0.03106494128862319,0.039866680180372316,0.247354185362494,0.0008158981898218824,0.006571802854390943,0.04330690626322025,0.034126918467741595,0.0,0.006605302121287784,0.0,0.42859039187355585
NAF_endoneurial,0.012317079438706477,0.0,0.06420740680666205,0.00614747531858693,0.0020558500976368133,0.5699193107881277,0.01113571718096405,0.028496555793324323,0.004581183905068681,0.02740286009644469,0.19212478101174815,0.0,0.009932102096101651,0.011006064347386114,0.010623369462978385,0.050050243656264023
NAF_perineurial,0.0105648846938808,0.0,0.09687235360830955,0.003900332096717186,0.0,0.5556875981729565,0.005009102183980875,0.0019709568594309087,0.0013973453467270888,0.017770860990819277,0.2164130941997455,0.0,0.05780651605382779,0.012295066989068517,0.008889420522614037,0.01142246828192191
NK_CD16hi,0.1466982965489583,0.08704567251044923,0.01924040429907206,0.03149902897769872,0.045870899739096235,0.02240689900383056,0.03198115959590433,0.053211413166177536,0.08570837138928414,0.1613538539999143,0.0315672251341575,0.03488062053073569,0.019221610700426158,0.15312067673147597,0.02008287665701692,0.05611099101580231
NKT,0.12424466466005504,0.11288532069838417,0.01661026321241083,0.007764317595197963,0.02646553485655267,0.01629815080863106,0.013821367737653037,0.03001431408096917,0.11014628783062143,0.20174756431071708,0.023394556136472226,0.006106172408171632,0.04456271849878935,0.1559981628124695,0.07871674576015725,0.031223858592747428
NK_CD11d,0.1303539116621815,0.07488816161998407,0.016366958317181938,0.060015426357391606,0.04951937991137406,0.020898887712805535,0.05322339677392003,0.054573566277044475,0.07324260077006269,0.14239317768622606,0.02764758398540448,0.07067344376970626,0.014791058745543224,0.13706055456781005,0.012612907940998157,0.061738983902365964
NK_CD56bright,0.11738699634850884,0.07671676383893358,0.014439261977926986,0.09083296569776017,0.024511417653987882,0.021432322389664735,0.08368145274277485,0.030088628682484065,0.07844179519965125,0.14792825485047428,0.02240370879441653,0.09844407966715162,0.014325308330366548,0.13333963773289387,0.007172932772927176,0.03885447332007752
Neuroendocrine,0.012856176538968695,0.01128675967491666,0.034510760005807786,0.039819415779796384,0.07007310731021346,0.17504694239729332,0.08978042482001829,0.1007043217977731,0.0343077332085079,0.04699416669533065,0.12419525625785008,0.058524371430209554,0.004030715771391302,0.022041315276954694,0.0,0.17582853303496823
SMG_Basal,0.0,0.0,0.027046582071921167,0.019305340456264038,0.0,0.08329551256305073,0.27724206979171195,0.4767942781618179,0.002842937118648221,0.021515500007456553,0.08821405558565988,0.0,0.0037437242434695084,0.0,0.0,0.0
SMG_Duct,0.0,0.0,0.002970206046473892,0.0,0.0747128879831981,0.0,0.0,0.7302467699034051,0.0,0.0,0.005359724689680082,0.0,0.0,0.0,0.0013684234771117352,0.18534198790013098
SMG_Mucous,0.0,0.0,0.0,0.021150381822602694,0.42045232121154225,0.0,0.013673095267571586,0.2162991607451711,0.0,0.0,0.0,0.2843114862584617,0.0,0.0026759066194648427,0.0,0.04143764807518594
SMG_Serous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027312540789026892,2.198674027033477e-05,0.00017931433842329164,0.0,0.0010412246659170907,0.0,0.00038232939749881066,0.0,0.9710626040688636
Schwann_Myelinating,0.011440794675286714,0.0,0.0014904563984611703,0.002214929505075098,0.11132621147155584,0.5040302524107346,0.001028052729769754,0.08556936106412871,0.0,0.0,0.06725951965947724,0.008544233071255946,0.0,0.004547880279557995,0.0,0.2025483087346971
Schwann_nonmyelinating,0.0,0.0,0.0,0.0,0.0016633910076732173,0.8961550484264463,0.0,0.007061670750229089,0.0,0.0,0.05776017480777989,0.0,0.0,0.004914500999319333,0.024398881860853202,0.008046332147698999
Secretory_Club,0.0,0.020838165866191576,0.030105197626047523,0.3797223681530045,0.0,0.05651826626657482,0.03370189864331045,0.0856608968317592,0.08939358353221576,0.007871396457603203,0.09154103784647434,0.09338744991043514,0.0,0.06025137876550107,0.0,0.05100836010088247
Secretory_Goblet,0.0,0.0,0.0,0.04819431367360364,0.0,0.0,0.0,0.0,0.0,0.0,0.004686517881896327,0.9438030400274725,0.003316128417027577,0.0,0.0,0.0
Suprabasal,0.0,0.0,0.001279954842686355,0.07057869036102747,0.0,0.0,0.7381365623524427,0.0,0.0,0.0,0.0,0.19000479244384358,0.0,0.0,0.0,0.0
T_reg,0.12434972473278541,0.09411406969149966,0.025478909188322154,0.0423064729881767,0.011745406558938966,0.025999601916495557,0.04613916849562955,0.022723216575399656,0.09729244374723367,0.1864559287580357,0.04052924454386837,0.04403289401097824,0.028999751107850733,0.14869648548205575,0.03330989988915844,0.027826782313571424
gdT,0.11310878031024924,0.09250203137349107,0.03076675146658219,0.023353914263593862,0.029521781930819568,0.027882304617211282,0.029549198449067487,0.040703767685582586,0.09443589334477465,0.17674907838937998,0.04726038236787737,0.021253815545859686,0.037767341364357665,0.1392979286032214,0.05034531650566843,0.04550171378226356
