,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16
Fibro_adventitial,0.01941637945449348,0.0,0.022059931377458028,0.0,0.0006136651004095743,0.03928172897630519,0.0,0.06248248250021344,0.05078147975479133,0.0,0.6657189926744234,0.0007923205641759406,0.0,0.0,0.0,0.08633901749851144,0.05251400209921817
Fibro_alveolar,0.0,0.003217943499124703,0.0,0.0,0.0,0.0010258544440741506,0.0,0.0,0.0,0.184305055571435,0.0,0.1569938800127616,0.5870800641706418,0.0,0.06717935766825985,0.0,0.00019784463370296353
Fibro_immune_recruiting,0.006952185952546386,0.008932719678155364,0.030095805040230884,0.0,0.0,0.023097667952537673,0.0,0.12042534760716336,0.10335673718135979,0.009473705641070475,0.3376643473001336,0.013359487908617441,0.03488973436011094,0.11458907580659948,0.005768558502601767,0.18636158755725463,0.005033039511618233
Fibro_myofibroblast,0.006454284614466687,0.0,0.0,0.0,0.0,0.01136943568252465,0.0,0.0,0.0,0.0039137603764548366,0.8356045188701146,0.0,0.013435652968849306,0.11583878111192801,0.0,0.0,0.013383566375661852
Fibro_peribronchial,0.028644334337485856,0.011933380431256534,0.05723164983380809,0.0,0.022786049164863056,0.1482962536163627,0.1450764740726367,0.0,0.0,0.013926882945872802,0.12826923199469048,0.015576546937689275,0.08485619148405854,0.15290279403461357,0.0024224732597263113,0.0,0.188077737886936
Fibro_perichondrial,0.007484506036491683,0.002151051168639477,0.0,0.0004075713468360272,0.0,0.010400367516660541,0.0022933372396941216,0.0,0.0,0.002874436394559261,0.005459500950003831,0.0006029412569497457,0.01121198461322754,0.013398303905020606,0.0017909782725056772,0.0,0.9419250212994115
ILC,0.03288142889096341,0.0874052403697014,0.03114470358093002,0.030532921021979798,0.03243748747649658,0.04808196226600423,0.04042553497152871,0.045209500709315856,0.03867587046791959,0.12729309178039216,0.06090700856645002,0.10091578324256727,0.16452124924105824,0.042922085463006375,0.0871545380642369,0.026632687073161444,0.0028589068142879774
Ionocyte_n_Brush,0.0038856476412245213,0.0008385323455576509,0.020828834372719682,0.46783496114789475,0.1848317479234096,0.009292270329237644,0.22314088847742963,0.02866559212535863,0.0038142060482480407,0.02621027554198116,0.0,0.013370033850930904,0.00519712067158998,0.0,0.006024961976450449,0.006064927547967343,0.0
MAIT,0.015160980377598712,0.11234960026455426,0.020079629340109713,0.022503667427482905,0.025239043688045686,0.02346601467321184,0.030328635519541226,0.02772063447953065,0.025260405036991482,0.16107078232574693,0.04040589380193371,0.11932994515015251,0.21152317354374084,0.03287042324910792,0.11645710023581698,0.014009945894554043,0.002224124991880691
Macro_CHIT1,0.0,0.7367516966677943,0.0,0.0,0.0,0.0,0.0,0.002570321123673729,0.009410187022393572,0.06917423248329947,0.04705474403940077,0.012455797822781512,0.05687033241484228,0.0,0.040480567782639344,0.025232120643175177,0.0
Macro_interstitial,0.0,0.36273371885207734,0.0,0.0013406330460255089,0.006835950731618983,0.0,0.006688650800043085,0.00463393219630492,0.007835792032004069,0.1441311870180191,0.04697285827600964,0.17302002963048801,0.1503805872371554,0.013855833283332784,0.06579491637502581,0.015775910521895465,0.0
Macro_AW_CX3CR1,0.0,0.13302472041633429,0.07440015126418949,0.06791510914802158,0.019874770138353308,0.0,0.06469664084313453,0.04638880707865338,0.08119992219004464,0.07916925734781072,0.051625564035336205,0.07678781096028961,0.09787881511712827,0.022838105921775223,0.03804289037690968,0.14100049298514306,0.005156942176876154
Macro_alveolar_metallothioneins,0.04361290799387148,0.21072243187643125,0.01293418106297647,0.00030678473670538083,0.0,0.007466169236399886,0.001848293284742832,0.01527485283531719,0.045980574978320365,0.08206580395258965,0.2056253371926403,0.08043214915619394,0.09545842454957774,0.054126274774374,0.04733359038358112,0.0968122239862783,0.0
Macro_alv,0.0013958682606898757,0.8094850857384324,0.0,0.0,0.0,0.0020471614527049074,0.0,0.0,0.0,0.07271547818782476,0.0,0.04929530537136037,0.03447434965978116,0.0,0.03058675132920668,0.0,0.0
Macro_dividing,0.004271097271959931,0.6754297206535095,0.009066227276809792,0.0006884650777222749,0.0,0.004430135909464407,0.0010287506613763495,0.001936990453058878,0.004527295365972762,0.10680146629128288,0.006955100449563777,0.07806770955953188,0.0709391641132087,0.0,0.03514481856406206,0.0007130583524769271,0.0
Macro_int,0.0,0.2805060346236381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920124633075851,0.23983414223458932,0.062463609285764145,0.14754330356433487,0.03289812196660815,0.05936905983077893,0.08537326518670146,0.0
Macro_CCL,0.0001327385314229424,0.2922125965968613,0.013080819504002453,0.00868664689432085,0.006520969377228559,0.000304563080370521,0.012594740492842963,0.018305266002360678,0.02784286855593698,0.14536450642198798,0.04112191319561219,0.14356840551095415,0.16494203084596185,0.017494932527204087,0.08523076932990895,0.022596233133023537,0.0
Mast_cell,0.009045216737643968,0.09488128035129322,0.0037878788525802483,0.0,0.06830498941597365,0.04883300648892401,0.09870203414161283,0.0,0.0,0.07717480376448754,0.13659252259335408,0.026984547448311115,0.21319064734677268,0.12575123423079912,0.09675183862824756,0.0,0.0
Megakaryocyte,0.0468214284163386,0.0007175525899829981,0.061669132348021904,0.1014443634060927,0.07250562845548734,0.11109488486827218,0.10778645924206794,0.08917341625262029,0.03289034735076139,0.0778073718749268,0.0,0.09513828300869354,0.13961878048891346,0.003223527993744904,0.00485447591412517,0.03490229339728516,0.020352054392665502
Mesothelia,0.008761205504274002,0.023689069797451563,0.019493587438416223,0.0,0.0009237171893581793,0.0,0.0032120528300227887,0.08481853730414385,0.1910826662374896,0.0,0.36785031947126984,0.0,0.012657275745368207,0.10736341938715531,0.03627328473827329,0.14387486435677713,0.0
Macrophage_intermediate,0.016657452900845214,0.18387831163104015,0.028342825897630364,0.005550746371470155,0.0047469506143069775,0.012060923292254139,0.019409826086023763,0.04597676875354394,0.049201670071403344,0.09868321839382992,0.1338503506454508,0.09578809676762032,0.13531393568590397,0.04731091886080003,0.06212407501418338,0.06110392901369345,0.0
Monocyte_CD14,0.0019358372418291428,0.16220615398708524,0.008904558359790853,0.00024603416130498305,0.0006796211295898703,0.003217601571791738,0.005856336037442805,0.0,0.0,0.14578558372513795,0.12908298973238294,0.19599781077360293,0.20049571043335485,0.052610429180554516,0.08998722970768251,0.0029941039584498075,0.0
Monocyte_CD16,0.008254030267109054,0.15105718175819555,0.018787204019572568,0.007652495563262168,0.007251366953976249,0.009328456815063443,0.019180490911088536,0.01821397633299173,0.02092671741973239,0.1238605910983698,0.140407706105981,0.13790936764310124,0.16944820431380886,0.058990964930799014,0.07709835764969623,0.03163288821725221,0.0
Muscle_airway,0.15872386197095573,0.0,0.008563229021664665,0.00015369983833938064,0.0017420617547796084,0.8199833322503686,0.003520537054687612,0.0,0.0,0.001256211556048839,0.0,0.0020633840825369583,0.0026545416362641007,0.0,0.00040111868269891764,0.0,0.0009380221516558055
Muscle_pericyte_airway,0.035062377888550066,0.013170946373492864,0.01809312261707165,0.0,0.0,0.011200347037192648,0.0,0.034324089197541874,0.008817757989088305,0.0049054474616413955,0.36313754946064986,0.003129818080189503,0.018595737515061692,0.43867232101413556,0.006430987882311713,0.044459497483072666,0.0
Muscle_pericyte_parenchyma,0.010703056814171039,0.009413021141867825,0.007350093038869894,0.0,0.0,0.014340083237761685,4.5534349252645435e-05,0.017024799894089677,0.01382876218099935,0.20568383845273158,0.007847218949569548,0.3749422279010845,0.2587108330804033,0.003245511573936814,0.06692221436530525,0.009942805019956766,0.0
Muscle_perivascular_immune_recruiting,0.05855739295738877,0.010382093697139038,0.05190159082222326,0.0,0.0,0.0432023386762542,0.0,0.1090080566147731,0.0911638026955379,0.016598719343329068,0.22519236384015245,0.03975307543660727,0.027352097614018862,0.20041808031391642,0.007651686629186866,0.11881870135947278,0.0
Muscle_smooth_pulmonary,0.5232548690041822,0.0,0.0,0.0,0.0,0.4471709639366291,0.0,0.0,0.0,0.0027180741916173973,0.017786700235119,0.0,0.005111400289391947,0.003957992343060401,0.0,0.0,0.0
Muscle_smooth_syst_arterial,0.6864149230959933,0.0,0.0,0.0,0.0012246782195239891,0.2567577503176474,0.0017598260734958055,0.029258315420259834,0.012841765201443851,0.00021893606542695165,0.0,0.0,0.0002496059455784042,0.0,0.0,0.008934408608036952,0.0023397910525934096
Myoepithelial,0.017267301183471452,0.0,0.030308783553497504,0.03453390357038229,0.007748755044036163,0.04337105947226671,0.03990784414749774,0.4285667058648692,0.24732911030774493,0.006578304855332319,0.0,0.014093266429964458,0.006592145277844157,0.0,0.0008179402781017365,0.1228848800149913,0.0
NAF_endoneurial,0.06330114544018535,0.0,0.5500240852332284,0.0,0.006106067216824242,0.18935037314920003,0.010968399853210914,0.05004882375593485,0.027666451807216986,0.010566599369180639,0.012179389970889081,0.012120522599662911,0.026992402133655453,0.0077302206580644765,0.004489081996392378,0.0009272926016728369,0.02752914421468117
NAF_perineurial,0.09529013018467716,0.0,0.5354000444364487,0.0,0.0038686883352935597,0.2128848187933493,0.004969169886285698,0.011694391422692107,0.0013774213025348166,0.011848953252170254,0.010269603188072437,0.010324940231660269,0.017507040321416874,0.05485242540230583,0.0013506373017243799,0.0,0.028361735941368434
NK_CD16hi,0.019238847646330035,0.08685793297093912,0.02209546322554807,0.035409603609488735,0.03144669598947939,0.03149723966272677,0.031901921617685534,0.05602170922894675,0.05308214495996312,0.15261599198629033,0.02023907144697382,0.14654553047276445,0.16126849004664792,0.0189526745172918,0.08572260093149574,0.04575347324698776,0.0013506084404406398
NKT,0.016546563548452686,0.11268554448995961,0.017103404538840135,0.006158820599289186,0.007791686185079267,0.023354291918699182,0.013840870349777957,0.031273243092488065,0.02992850031383183,0.15567094334547488,0.07942270352163626,0.12428377808040506,0.20186360778881246,0.04350687325353848,0.11027891450955661,0.026290254464158353,0.0
NK_CD11d,0.016356961609241077,0.07467110284038024,0.020504703955789336,0.07170652586918749,0.05984729135886726,0.0275595924785905,0.053021607582009835,0.0615741496996897,0.054394204510306944,0.13649131184459762,0.012672216220814369,0.13010313076570118,0.14219756506069253,0.014633247674377185,0.07319417645896811,0.049374646404163156,0.0016975656666233638
NK_CD56bright,0.014412650220739592,0.07636038274099007,0.020705626003752687,0.09973700984495139,0.09038583395031678,0.022274653955556063,0.08318653827547912,0.038660719918713136,0.02991876067763867,0.13251909553263325,0.0070123202475459315,0.11691796078046181,0.1474341276208052,0.014323352026755953,0.0782382146316858,0.024412261402328567,0.003500492169646237
Neuroendocrine,0.03449446577090368,0.011193023182065191,0.17024813493319327,0.05891853915052588,0.03959984172366406,0.12349804342210777,0.08921363804747631,0.17482039035337416,0.09995882085193473,0.021789513019996796,0.0,0.012751368565387694,0.04675689376463488,0.004015559753867243,0.0341362006289503,0.06938256580743676,0.009223001024481065
SMG_Basal,0.026807913073932748,0.0,0.07441119007709857,0.0,0.018841897821482316,0.08591778913990747,0.27047184330072416,0.0,0.4647678303019265,0.0,0.0,0.0,0.02097040474172937,0.0029884183119480347,0.0028114818055762127,0.0,0.032011231425674684
SMG_Duct,0.0029677115787170383,0.0,0.0,0.0,0.0,0.005321740922236666,0.0,0.1848180458146776,0.7286614343549501,0.0,0.0012163142003626618,0.0,0.0,0.0,0.0,0.07466461810305386,0.0023501350260020197
SMG_Mucous,0.0,0.0,0.0,0.2870797864478847,0.021092797004207842,0.0,0.013663228637211087,0.04101713707489453,0.2154495341350462,0.0026666689344071056,0.0,0.0,0.0,0.0,0.0,0.4190308477663486,0.0
SMG_Serous,0.0,0.0,0.0,0.0010557882103903195,0.0,0.0,0.0,0.9710877992612917,0.027271418388258414,0.0003832681883340068,0.0,0.0,0.00018191362037943735,0.0,1.981233134625317e-05,0.0,0.0
Schwann_Myelinating,0.0014758993802898512,0.0,0.4967049189621551,0.00824431606220227,0.0024255324073357456,0.067995304922755,0.0012678925073761791,0.20308922384943864,0.0856338033712954,0.004353860874061991,0.0,0.011402932245855396,0.0,0.0,0.0,0.11057590202987701,0.006830413387357348
Schwann_nonmyelinating,0.0,0.0,0.8911769755714487,0.0,0.0,0.05885467501087215,0.0,0.009773147446191047,0.006257533821748938,0.0044514831477161215,0.029486185002023126,0.0,0.0,0.0,0.0,0.0,0.0
Secretory_Club,0.02991176851274956,0.020567188743985793,0.051661278857617655,0.09495089175807345,0.37352526842126116,0.08997610198422064,0.032560001898006306,0.05012095714445817,0.08394814208946308,0.05919710766265377,0.0,0.0,0.00772455922044551,0.0,0.08813308847621464,0.0,0.017723645230850286
Secretory_Goblet,0.0,0.0,0.0,0.944166771219373,0.04744461473272797,0.0046118456870282605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003253468696569593,0.0,0.0,0.0005232996643010939
Suprabasal,0.001283374814305666,0.0,0.0,0.19208988600480628,0.07044587414180872,0.0,0.7361808650390793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_reg,0.02544601438747672,0.0937405416934652,0.025339643506335746,0.044640500837174746,0.04215286414048715,0.04035804632048224,0.04593384220798241,0.02774672434758847,0.022608793779321235,0.14793501343761123,0.03327223072144067,0.12399784697511193,0.18601910322477108,0.02866872581376003,0.09713374295332383,0.011667556637597776,0.003338809016069606
gdT,0.030749524915247323,0.09222817345534433,0.02746583415484002,0.021555775950149035,0.023316060926214407,0.04713356617830971,0.029476312162310683,0.045437235693982794,0.0405676470403163,0.13876562203093734,0.0505441456253502,0.11294833545221959,0.17656459803398009,0.03719867893150557,0.09439995744778296,0.029379468614644175,0.0022690633868654394
