,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14
DC_1,0.1011349812557358,0.02018474238203925,0.08645867563479376,0.0,0.043974490394815595,0.19667545282553547,0.014100862852002927,0.06311406805051598,0.010456544459834164,0.03658032747035615,0.0362984198469834,0.05285540396848665,0.10165920354966777,0.0,0.236506827309233
DC_2,0.09114963094411728,0.016145991621663983,0.1139533757603711,0.0,0.013450032148159076,0.18300454806973213,0.0005811045370375212,0.016524290813659834,0.009265826085702712,0.07118366156615445,0.0955048439179331,0.10342854063271573,0.057205211173650634,0.0,0.2286029427291024
DC_activated,0.11634038942465548,0.04372669184103888,0.16456770128882403,0.005614607073566906,0.002603970332653294,0.22193590076954547,0.004720534203003333,0.010075313318916633,0.0,0.04582636065022952,0.10088849169378615,0.05493660909773314,0.03610860961959414,0.011771198797681987,0.18088362188877116
DC_plasmacytoid,0.08174594779341338,0.06588998106535808,0.12191734768874632,0.022061193207984282,0.03048825397552374,0.16743596355400112,0.03883107615709158,0.027470090975092547,0.02734710181184007,0.06064392442176155,0.09471041662876317,0.08379658340905591,0.036622172403790114,0.03939875490499184,0.10164119200258619
Deuterosomal,0.0,0.36361280712188565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306949688339979,0.0,0.1056922240441164,0.0,0.0,0.0
Dividing_AT2,0.12981425889768208,0.1325766126774313,0.2610809222341674,0.005251183011453222,0.009067507603742283,0.10791557024852698,0.0014452962233333518,0.0,0.009280570913683091,0.01872183324139957,0.06336788353103234,0.21670000496712907,0.0,0.004602291568984763,0.04017606488143453
Dividing_Basal,0.004552077867101207,0.0,0.0,0.0,0.16711335943891173,0.0,0.0,0.058465222438280305,0.0,0.0,0.0,0.730227318364269,0.0,0.039642021891437576,0.0
Endothelia_Lymphatic,0.012880885167860475,0.0,0.026561291889453987,0.05204522935577595,0.001049222379532594,0.08215137744147563,0.005423054694235829,0.3528351454002522,0.024470819400626998,0.0,0.053368742020741655,0.00034951172835520487,0.3061030563328478,0.06698923560673514,0.015772428582106462
Endothelia_vascular_Cap_a,0.06152600188207118,0.0,0.2027383160917405,0.0017594694717782508,0.0013496672256687935,0.16322686201537048,0.0013556372154486847,0.0004115961180843491,4.5227467989915245e-05,8.421091429158437e-05,0.5477387368462905,0.0,0.0,0.0052130980602494445,0.014551176691016385
Endothelia_vascular_Cap_g,0.041212548681777685,0.0,0.1640564238455307,0.0,0.0015488601676041346,0.15847742311900878,0.0018785200728281784,0.0016250178391272305,0.0020643478506219056,0.0,0.625564706555936,0.0,0.0015777841418619105,0.0019943677257035575,0.0
Endothelia_vascular_arterial_pulmonary,0.01893138521718422,0.0,0.04502374079196495,0.1964629601115795,0.0,0.11599732652914566,0.012905448511385169,0.0,0.006891987398140595,0.0,0.4305004631062279,0.0005671628823053169,0.0993148101193694,0.06401364977336112,0.009391065559336154
Endothelia_vascular_arterial_systemic,0.0,0.0,0.0,0.5611574128245505,0.0,0.0,0.0,0.0,0.0,0.0,0.19286345805309313,0.001323974730442334,0.17976918758079571,0.06488596681111845,0.0
Endothelia_vascular_venous_pulmonary,0.016678673767418148,0.0017751036441271467,0.0430037105252609,0.07686538752089543,0.018379696411625897,0.08065739100997603,0.036087833738221796,0.13862704169995155,0.009414024450307482,0.0001543613581852417,0.19100806857157432,0.0006097475603154005,0.3024237628266977,0.07108017994979625,0.013235016965646593
Endothelia_vascular_venous_systemic,0.0,0.0,0.0010654872701404024,0.010481337276138246,0.019596172800386308,0.0,0.020115628094518345,0.016632970408070234,0.012856118715613606,0.00032684779431025587,0.006382989675524045,0.0,0.8877745740404053,0.02476787392489331,0.0
Erythrocyte,0.08915742914230683,0.01071116308666375,0.20821277356410356,0.07511705212337053,0.0,0.25190967879440557,0.0003223519273679999,0.0,0.0,0.016471912143972284,0.13703581120098388,0.012670302911114314,0.015524873086479655,0.01870280958862406,0.16416384243060766
Fibro_adventitial,0.0,0.0,0.0,0.021690716717805522,0.05461169613368504,0.0,0.06757624798704225,0.7175683724880672,0.0927514835910958,0.0007013816884455316,0.0014419599117115169,0.0,0.0,0.04365814148214716,0.0
Fibro_alveolar,0.0674292300664255,0.0,0.18579666028501357,0.0,0.0,0.5912499982499897,0.0,0.0,0.0,0.0,0.1514542280467208,0.0,0.0,0.0007103939702311536,0.003359489381619276
Fibro_immune_recruiting,0.005979489854286743,0.0,0.009456268874737174,0.008273755169565352,0.10647389475697398,0.03589722439937656,0.1240919636639824,0.348178706275214,0.19207662628227382,0.0,0.014356210817612212,0.0,0.12031321148447369,0.025293275578984295,0.009609372842519769
Fibro_myofibroblast,0.0,0.0,0.003920566070278588,0.005588071042037143,0.0,0.01366042713538155,0.0,0.8497797784194152,0.0,0.0,0.0,0.0,0.11727414633962116,0.009777010993266439,0.0
Fibro_peribronchial,0.0025534679808342335,0.0,0.0170000354919892,0.03684460099426169,0.0,0.10902042813638017,0.0013031880898786744,0.19184969744778516,0.0,0.029922257793413332,0.023970327028595993,0.18741490678901085,0.18434111752268623,0.20205237830481257,0.013727594420351775
Fibro_perichondrial,0.0,0.0,0.01376721107393429,0.05724632913529189,0.0,0.05852509824634463,0.018948811298654594,0.5731027107519432,0.0,0.013235697304038046,0.05697609310825796,0.02661793201936113,0.0,0.18158011706217447,0.0
ILC,0.0895065607259443,0.03125452812602118,0.1309250198182742,0.03499626608266825,0.03979400790093882,0.17006229322751293,0.04683912352826908,0.06285174129573061,0.0273809386540286,0.03341965658438063,0.10312872620173012,0.041674524921171935,0.046498452736269215,0.05140081932843261,0.09026734086862731
Ionocyte_n_Brush,0.006103029887363709,0.4755767122769277,0.02622961987264274,0.005369296620176705,0.003923199794604111,0.005294392492660083,0.029436047959210686,0.0,0.006173912381111043,0.18811704708315446,0.014584654462002022,0.2271183536751136,0.0,0.010967474305264728,0.0011062591897684165
MAIT,0.1185105380660081,0.02283512015198573,0.1644276213136133,0.016258434357115003,0.025745076180379342,0.2166917581808647,0.02845208827337912,0.04142843750298767,0.014261794504469164,0.025756663573126663,0.11986737980931059,0.030971292685387886,0.03493712105383239,0.025091589359206995,0.1147650849883334
Macro_CHIT1,0.04049960342371235,0.0,0.06937252570632374,0.0,0.009444870198542435,0.05693776027870532,0.0025277846372268554,0.046614053866180165,0.0254338286524667,0.0,0.011594186971991013,0.0,0.0,0.0,0.7375753862648513
Macro_interstitial,0.06575409744801593,0.001407589183589612,0.14520122503464652,0.0,0.007761068597612401,0.15159692196831004,0.004396474205745807,0.04684139115723602,0.016020815935571076,0.0067686600321486025,0.17112803441221064,0.006631892871259195,0.01358131803698058,0.0,0.3629105111166735
Macro_AW_CX3CR1,0.04029736167687446,0.07187303645514068,0.08323753169452519,0.0,0.08839855379945107,0.10481349221216561,0.053044167531027996,0.05600328353522486,0.14810647589866596,0.022114666503524064,0.08579284234762173,0.06990262379151821,0.03325970940711721,0.0,0.14315625514714297
Macro_alveolar_metallothioneins,0.04783026391382984,0.0003167339157066406,0.08332179298975134,0.04531878248665806,0.046620177358666734,0.09709991439922384,0.015326918852118673,0.20696362154311193,0.09829217787928703,0.0,0.08028846334273784,0.0018115441098386878,0.056489394173276294,0.006843980983748686,0.21347623405204433
Macro_alv,0.030566488323652875,0.0,0.07308194084554666,0.0013161706993948836,0.0,0.03464626284809195,0.0,0.0,0.0,0.0,0.04881732030308562,0.0,0.0,0.0018785604115850406,0.809693256568643
Macro_dividing,0.03536518532948369,0.0006766569595732177,0.10797131775908282,0.004898064397848384,0.004567832115131967,0.07192817827827885,0.002069442745479149,0.006907221288238268,0.0007402531763141243,0.0,0.07805022703161421,0.0010677560214171434,0.0,0.004912281872083167,0.6808455830254551
Macro_int,0.0594285549048842,0.0,0.09284065018133657,0.0,0.0,0.1484308515506595,0.0,0.23902783454227328,0.08585850208891495,0.0,0.05988717626092361,0.0,0.03313753090295241,0.0,0.28138889956805546
Macro_CCL,0.08601795868419364,0.008741433803792175,0.14742735531277468,0.0009168171832541653,0.028149567575121177,0.16771012399697466,0.01858198484184092,0.041334834622944835,0.02290035278125712,0.0065969741828347484,0.14369951731570274,0.012747248285835108,0.018775579755907514,0.0008832957246940801,0.2955169559328724
Mast_cell,0.09729731046059868,0.0,0.07789798708751797,0.007312544844586855,0.0,0.2151353069226633,0.0,0.13897055241481504,0.0,0.06868479186297367,0.02447814199180015,0.0993175520731478,0.12586453799309927,0.04944692992888623,0.09559434441991106
Megakaryocyte,0.0051484716377587815,0.10811334021740855,0.08244295471962469,0.0522677194090543,0.03534443660707573,0.1500310551681988,0.09669818340077521,0.0,0.03706913983617916,0.07791841771624282,0.10394723897025576,0.11578312408596368,0.009386257710709313,0.1246736594814588,0.0011760010392944777
Mesothelia,0.03691598250524008,0.0,0.0,0.009989834213848645,0.1942265124991486,0.012627419142956182,0.08605440342319781,0.3735414865289315,0.14674886135291396,0.000887206808181119,0.0,0.0032618434594467783,0.11099515909695568,0.0,0.024751290969179492
Macrophage_intermediate,0.06345518682374643,0.005618353071969,0.10101864533685152,0.018813344399727826,0.05037301258647766,0.13906391895540976,0.0472211525250308,0.13639385441473761,0.06268146570718412,0.004861352370457526,0.09742153650388005,0.019888696907301988,0.05100401569977687,0.013647594057634375,0.18853787063981434
Monocyte_CD14,0.09056020920478634,0.00032943803506557006,0.1478692893132235,0.002092512555871389,0.0,0.20338771036136769,0.0,0.12998977744095522,0.003161381601354507,0.0006303429608422159,0.19539242918869415,0.0058608815685199725,0.05383850800020785,0.003212451271765869,0.16367506849734556
Monocyte_CD16,0.07818819426584141,0.007784630534936175,0.1262601560692399,0.009238937922707243,0.021315177814831,0.17307103306591212,0.018487487559732854,0.14234507681987565,0.03234836608752538,0.007334914119928556,0.13863225518353586,0.019465997055530142,0.06163392515982871,0.010152643433092324,0.15374120490748264
Muscle_airway,0.00043548647191991814,0.0004752946602792411,0.001604166136938721,0.13934544620500722,0.0,0.0027065370379644603,0.0004403866220618529,0.0,0.0,0.0016577542630889805,0.0014543085585051925,0.0033928447572225003,0.0,0.8484877752870119,0.0
Muscle_pericyte_airway,0.00663408073962505,0.0,0.005353313221627928,0.03511613428137376,0.008968821215089582,0.018973823408207705,0.034132173153623324,0.3744062903401433,0.04539125873885728,0.0,0.0021300999661479077,0.0,0.4449126408046928,0.010237332268767748,0.01374403186184379
Muscle_pericyte_parenchyma,0.06717532022107725,0.0,0.20865535163887194,0.01063488384720757,0.013874855272802973,0.26243438460890134,0.017027213919406967,0.007947322616050485,0.009952980367692682,0.0,0.37463944973523017,3.3481671812406046e-05,0.0037075084764669674,0.014354505096346741,0.00956274252813237
Muscle_perivascular_immune_recruiting,0.00797670681123516,0.0,0.016901977566786425,0.06381961483808898,0.09507449064109047,0.028556673854056074,0.11379323568178905,0.23575520411910586,0.12398290107262695,0.0,0.04279300622962704,0.0,0.21291779134594138,0.04699435716589815,0.011434040673754448
Muscle_smooth_pulmonary,3.5912794956571507e-06,0.0,0.002716453307617124,0.5241453133815526,0.0,0.005029756684183703,0.0,0.018146432621134054,0.0,0.0,0.0,0.0,0.0029400993992093664,0.44701835332680756,0.0
Muscle_smooth_syst_arterial,0.0,0.0,0.00024865687769888675,0.698279676387842,0.012892417142486188,0.0001278664022581706,0.029191814803827116,0.0,0.0089069614757473,0.0012120150509206816,0.0,0.0018975605689188757,0.0,0.2472430312903007,0.0
Myoepithelial,0.0008636431285490805,0.03519938108146713,0.005965953101927375,0.019270848765085998,0.2537846556011813,0.006621735982318078,0.4400556011339943,0.0,0.12589017262353877,0.008044425598823509,0.016405387697621964,0.041099493383826236,0.0,0.04679870190166602,0.0
NAF_endoneurial,0.006285197480122653,0.0,0.004117797649710105,0.17776468488026798,0.049017966998475784,0.04560295670622997,0.10425038112287062,0.00955148832171669,0.0006733081563404268,0.01188341255986387,0.06062660598127609,0.01978212952585123,0.09247421074249605,0.40950953330070405,0.008460326574074488
NAF_perineurial,0.0014437587000336021,0.0,0.003709262292764398,0.22764151759965448,0.0019808425485180756,0.02621204382103834,0.03454718608609997,0.007378576166129975,0.0,0.007594357183357393,0.06157790641767996,0.00960051830503973,0.17199887600977942,0.4397997483623122,0.006515406507592526
NK_CD16hi,0.08722812287259411,0.035972710854361475,0.15592399815828487,0.02043670143862219,0.05410427313172358,0.1654844269467768,0.05734569530638712,0.02059874648231945,0.04657713943802279,0.032092428662639075,0.14838922007856684,0.03257954683619491,0.021038576228923127,0.033461251160019134,0.08876716240456459
NKT,0.1117417678670923,0.0062265830470217155,0.15835055140011434,0.01732556264262252,0.030398399495414567,0.20594679266339475,0.03179916622478326,0.08057182125598855,0.02677298377253074,0.00790189318700247,0.12423546211302995,0.014064064544911544,0.045569102180008356,0.02447493911652408,0.11462091048956109
NK_CD11d,0.07440278830319007,0.072877069240688,0.13927430935977642,0.0174712183005465,0.055382621526097034,0.14576417757500496,0.06294535765084967,0.012895332275461482,0.050197126824203915,0.060980419028043596,0.13169113613665673,0.05405137150005816,0.016468652102468652,0.029354710922121992,0.07624370925483281
NK_CD56bright,0.07968314485780113,0.10158074335025202,0.1354054645762215,0.015683421898406533,0.030515118689308056,0.15133221937984906,0.03972205693114926,0.007357467018087364,0.024809256355129795,0.09226898232770168,0.11846975652906976,0.08494543658410403,0.016058146844664018,0.024054487324290996,0.07811429733396488
Neuroendocrine,0.039106250145707455,0.06700683722566927,0.022727572769944273,0.051114152653228426,0.11565564554143284,0.05378759109990936,0.2059886446802999,0.0,0.07975795187208615,0.04652141891519139,0.02173682013318268,0.10434411056122912,0.018222603905822914,0.15882667283473106,0.01520372766156495
SMG_Basal,0.002866547007002761,0.0,0.0,0.03310385115837725,0.509585674905053,0.02316404527850655,0.0,0.0,0.0,0.020747410847073548,0.0011271739952248257,0.29604556090423884,0.012027061511253384,0.10133267439326978,0.0
SMG_Duct,0.0,0.0,0.0,0.0030141301839618205,0.730317783178192,0.0,0.18532846405562872,0.0013126361408565337,0.07479436288175023,0.0,0.0,0.0,0.0,0.00523262355961075,0.0
SMG_Mucous,0.0,0.2870185018761133,0.002654108184398649,0.0,0.21541804576741516,0.0,0.04142121356399782,0.0,0.4187246676642847,0.021119611340195615,0.0,0.01364385160359489,0.0,0.0,0.0
SMG_Serous,2.9902205243484263e-05,0.0010331043126991912,0.00036802326343775624,0.0,0.02733494369186588,0.00012152890976309294,0.9711124976169907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Schwann_Myelinating,0.0,0.0077210448038379795,0.0,0.06372370362908805,0.14354295564242361,0.0,0.350908587937946,0.0,0.1849278047822156,0.006856077996684364,0.0462958599012886,0.005793451450530153,0.01510089334489496,0.17512962051109068,0.0
Schwann_nonmyelinating,0.0,0.0,0.0,0.16144945317921125,0.02160512428467796,0.0,0.07414224656829065,0.0681712969142734,0.0,0.0006407395170591045,0.056821814053546714,0.0,0.1663368116482769,0.4204843415159858,0.0303481723186782
Secretory_Club,0.09373385735855658,0.10042087971148421,0.06269594834505107,0.03393173278349191,0.08976332968549926,0.00858930083253065,0.05432550047037302,0.0,0.0,0.3977192207747594,0.0,0.0351065962561672,0.0,0.10094745538854093,0.022766178393545815
Secretory_Goblet,0.0,0.9447592684923858,0.0,0.0,0.0,0.0,0.0,1.1809891589364087e-06,0.0,0.047538887633831746,0.0,0.0,0.0031744707390775223,0.0045261921455461256,0.0
Suprabasal,0.0,0.1921246295725596,0.0,0.001102013247683267,0.0,0.0,0.0,0.0,0.0,0.07044569665389228,0.0,0.7363276605258648,0.0,0.0,0.0
T_reg,0.09933649119805246,0.04557737267028404,0.15174138774060564,0.026945659142985686,0.02316214208116448,0.1915900155344817,0.028715680229358977,0.03431732522092813,0.011905091610672621,0.0432321581788528,0.12586462814584914,0.04713644231701275,0.03120096311640782,0.04297008839627991,0.09630455441706376
gdT,0.0966198655307406,0.021970363252902,0.1423753335975323,0.032419340880281054,0.041597207655726644,0.18195211275899847,0.04686801189491318,0.0519613153418547,0.030101222796622085,0.023947182893169012,0.1147949458771074,0.030294654716979418,0.04021003817050112,0.05002925467326877,0.09485914995940313
