,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15
Endothelia_vascular_arterial_pulmonary,0.009131815518526347,0.0,0.06364833133230165,0.23665590484400875,0.0,0.0,0.0,0.0017171742216373857,0.0003836612201779992,0.006345571412814187,0.1288046042794686,0.5247560633100682,0.0,0.01403669439111017,0.0,0.014520179469886948
Endothelia_vascular_arterial_systemic,0.0,0.0,0.0,0.20001458170677944,0.0,0.0,0.0,0.0,0.0,0.0,0.043235651184576396,0.7567497671086442,0.0,0.0,0.0,0.0
Endothelia_vascular_venous_pulmonary,0.010137029747401417,0.0,0.0882774341017061,0.09596365878750988,0.26421375983662926,0.026141512726996694,0.0009702372510669022,0.024545748471881877,0.003330067589810352,0.0,0.33159942375443674,0.08865389117864213,0.0,0.014273347281820661,0.0,0.05189388927209797
Endothelia_vascular_venous_systemic,0.0,0.0005438272010943476,0.016385212901924493,0.010000903300393979,0.10964376686708686,0.026364268242211143,0.00017240849451228464,0.008080640496332118,0.0,0.0,0.8043677730900042,0.0,0.0007974224733084227,0.012156515475018823,0.0,0.01148726145811335
Erythrocyte,0.0482750795410675,0.03479110907216143,0.08453426934332875,0.3210049522163248,0.0,0.021477774568974258,0.0025768185013301382,0.0014890696213296776,0.0714046635789745,0.00853807246078323,0.08522728858750368,0.2693063016860734,0.0,0.006288394511265904,0.044852219571581906,0.0002339867393008614
Fibro_adventitial,0.0,0.0,0.02042317644541602,0.012478716026717178,0.2829377989854814,0.5598669667059255,0.004634982310056179,0.014158494042659097,0.0,0.008103242721367903,0.008358464117805312,0.0002419003134094649,0.0,0.06348283228686777,0.0,0.025313426044294197
Fibro_alveolar,0.09771213127713539,0.0,0.029043766221394964,0.0,0.0,0.06749776020060512,0.0,0.0,0.00017587476350471905,0.05224611020326552,0.19659818804022763,0.5508059651750205,0.0059202041188462255,0.0,0.0,0.0
Fibro_immune_recruiting,0.0,0.0,0.01961915019187037,0.007606258454206033,0.26517312276304844,0.20911989547522694,0.008456992331345455,0.0967519839114492,0.0,0.0,0.07146488704903145,0.026936673571702423,0.0,0.1839671026649129,0.0,0.11090393358720686
Fibro_myofibroblast,0.001606897975822796,0.0,0.01957702765614897,0.013599750847486164,0.7724757785482593,0.12186607014539282,0.0,0.011792641990119215,0.00029233440973859835,0.033096572492561226,0.0,0.0,0.0,0.0,0.0,0.025692925934470895
Fibro_peribronchial,0.03976229751385272,0.0,0.18038616294816257,0.03936087742827386,0.17909851135402,0.08071883151335198,0.0,0.0,0.011667427342502255,0.19204185543248414,0.03965269772426646,0.0888646870040902,0.1245755200133086,0.0,0.019878163627692316,0.003992968097995003
Fibro_perichondrial,0.0,0.0032251757290996212,0.01655454796908857,0.010095952329837213,0.02168831524792149,0.014255811401617571,0.0,0.000363514702278898,0.00010112760227539614,0.9228110281875426,0.003702504387644182,0.0027569576372080255,0.0017802286341263534,0.0,0.0,0.0026648361713598133
ILC,0.0743852286205193,0.05949113862886515,0.0972935792390715,0.06681214109501521,0.08654257072037766,0.09837877791340945,0.00043278153761667175,0.08068210954107312,0.07128073599083021,0.0035481102806811547,0.08704280694917431,0.08515902884821351,0.0,0.06618449779895702,0.03849819896577717,0.08426829387041841
Ionocyte_n_Brush,0.21707625234731162,0.13008218340288444,0.004776403881514859,0.001866475312116951,0.0,0.0,0.10135659239026738,0.0,0.22623285799295811,0.0,0.0,0.00829764403704584,0.0,0.0,0.30725233927976026,0.0030592513561404975
MAIT,0.07976039479798604,0.06972623268966442,0.07260977393416697,0.046484254315575034,0.08657691837581252,0.10250326756567334,0.0,0.07956689395826169,0.08216432243053048,0.006416708219793726,0.10109269753451447,0.10181372776542033,0.0,0.05606041753956454,0.03991600952983279,0.07530838134320379
Macro_CHIT1,0.0,0.0,0.0,0.0,0.3374231000541482,0.18240237241062957,0.03586260200891268,0.09898332686556992,0.0,0.0,0.04521302248733204,0.07065317056390837,0.0,0.21334250755629677,0.0,0.01611989805320229
Macro_interstitial,0.03643108610224597,0.019501081940160807,0.0,0.0,0.22265773335987724,0.22577953149909097,0.0,0.0797429869738566,0.02129290974822657,0.0,0.0820403460202599,0.1036653205867599,0.007092691312208687,0.14042627675340882,0.032960779872648914,0.028409255831255694
Macro_AW_CX3CR1,0.10286149696956878,0.0,0.0,0.0,0.07891416715759088,0.03027097441594837,0.07949757240800376,0.1251030283301557,0.017339437603456027,0.002718841927531085,0.01253249126346369,0.1291307437102697,0.023501240038837988,0.20701927001202053,0.11713327295920146,0.07397746320395199
Macro_alveolar_metallothioneins,0.00022140048601729858,0.0017007962626285511,0.016765509785945536,0.08393703606317283,0.31290697213995605,0.16519626310774033,0.0,0.09752148864287748,0.0,0.0,0.06164170249136423,0.03620109195474346,0.0,0.19421908661767087,0.007262291432966918,0.02242636101491642
Macro_alv,0.04111302077623941,0.0,0.034692987601103696,0.054904398611421226,0.12094363977492954,0.14181486234213825,0.0,0.07939578868390003,0.004741603865132684,0.0,0.13182076837856668,0.2769304101444026,0.01088761494684028,0.08963008493293013,0.0,0.013124819942395253
Macro_dividing,0.04127193154572563,0.0,0.049831066645817206,0.05759890630688165,0.16889672503889985,0.11264697933603322,0.0,0.07487580325203343,0.00670501336285517,0.0,0.07722405344162878,0.2599373463400202,0.03701270161435655,0.08347520249049213,0.013636252369870693,0.016888018255385575
Macro_int,0.0,0.0,0.0,0.0,0.4148485927438862,0.31080661901291273,0.010192493462692024,0.0,0.0,0.0,0.028803243423264575,0.019129099440830463,0.0,0.2162199519164141,0.0,0.0
Macro_CCL,0.04910997019847877,0.03188428080708129,0.010848084918978188,0.008937452954184813,0.13313541773277396,0.12603753825223588,0.0,0.14609392725534948,0.03251612659190935,0.0,0.08684378161509128,0.11243910655999226,0.009163098723991885,0.14244726553638787,0.03525011592065804,0.07529383293288712
Mast_cell,0.0705542005081728,0.09793461329829915,0.12182706575151037,0.03180595880318209,0.3583857735124901,0.05479604914989852,0.0,0.0,0.08462718886265973,0.0,0.07898917001161439,0.04971073562556758,0.0,0.0,0.05136924447660533,0.0
Megakaryocyte,0.17212905084494534,0.06987092110612671,0.14063501115731833,0.05696917075793668,0.0,0.0,0.05916891451877446,0.0332511886606652,0.12229923779574453,0.021912952275514725,0.03393325186306569,0.08978828780128338,0.0,0.03584131623433623,0.05687845101684567,0.10732224596744296
Mesothelia,0.0,0.0,0.0,0.014091628144295971,0.24386516963425225,0.2142547582650094,0.057415730733165395,0.1929417473096698,0.0,0.0,0.05141009895021696,0.007970385410898373,0.006257368243602075,0.1349529128051751,0.0,0.07684020050371491
Macrophage_intermediate,0.03404317903101036,0.02389853864572409,0.026382644413061936,0.0381471874926827,0.1893299590179223,0.16209831437537353,0.0,0.11121636861296472,0.01045387816348861,0.0,0.0849555856116959,0.0725752142288722,0.004524660165122306,0.1477680632521207,0.01038954699105776,0.08421685999890291
Monocyte_CD14,0.0388686596584671,0.0,0.0225301562401767,0.018896162006404,0.4157292312796575,0.22615339882962074,0.0,0.0,0.00901886981168724,0.0,0.13458105450369642,0.09444406954360604,0.0021062126088204226,0.03693608840328381,0.0,0.0007360971145798916
Monocyte_CD16,0.03871336173086007,0.01938049131991069,0.027636855795330297,0.025806930775399164,0.3028396271889572,0.1604326059629541,0.0,0.061591204401362155,0.020382634585737577,0.0,0.1044525482267077,0.07637393507516031,0.011077403412346037,0.09233191006543125,0.01694162239487394,0.04203886906496954
Muscle_airway,0.00541068826106843,0.0006886120451298119,0.8211637132543497,0.1586648160485256,0.0,0.0,0.0,0.0,0.0024648046884931155,0.0010384865140764803,0.0001090275653503733,0.010459851623006628,0.0,0.0,0.0,0.0
Muscle_pericyte_airway,0.000452139962955155,0.0,0.009961402359534539,0.03621162889692575,0.3510211436198339,0.18734000530248018,0.0,0.00863833276128275,0.0,0.0,0.3248502268741658,0.007277386976790995,0.0,0.043965947348550485,0.0,0.030281785897480394
Muscle_pericyte_parenchyma,0.045169344095561434,0.0,0.10966609592880684,0.07686617877463332,0.012670556085557656,0.08075890414127802,0.006839032856812662,0.09088418323882541,0.0019814322904963284,0.018282807520056697,0.12036849410349532,0.2444830411718796,0.0025220494477940993,0.07852927192781975,0.0,0.11097860841698279
Muscle_perivascular_immune_recruiting,0.0017291044271567026,0.0,0.04207182190577474,0.05873387362268203,0.23659229120894393,0.1119768436648151,0.01474359129428524,0.08912599841577021,0.0,0.0,0.16218974624964663,0.05207745254016334,0.0,0.12409579711137858,0.0,0.10666347955938356
Muscle_smooth_pulmonary,0.0,0.0,0.4456672030052854,0.5213751057007153,0.03295769129399924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muscle_smooth_syst_arterial,0.0038078717587188738,0.0,0.256355397640563,0.6817832932082691,0.0,0.003387095873225662,0.0007568228970386338,0.012375185941111666,0.0020401537151246694,0.0012939891251603866,0.0,0.0,0.0,0.010362270053422207,0.0,0.027837919787365897
Myoepithelial,0.04167028244885261,0.0,0.041168152577459996,0.015255754968477803,0.0,0.0,0.29142549431344794,0.17158787167963274,0.0,0.002576992714346944,0.0,0.026710296042505216,0.0,0.027448497880970178,0.0,0.38215665737430665
NAF_endoneurial,0.021475964137786293,0.0,0.20111975218462902,0.06298073377166921,0.0,0.05165925529555099,0.0,0.021428872156572555,0.006969887924096829,0.013604691146538127,0.00539777426328661,0.5652500650462915,0.0,0.0009686795975333549,0.0,0.04914432447604552
NAF_perineurial,0.01355839205008598,0.0,0.22405674486339777,0.09605851829961297,0.0,0.06424303096478537,0.0,0.0,0.0038504507953141857,0.006999820142849026,0.050479540383619154,0.5407535025003355,0.0,0.0,0.0,0.0
NK_CD16hi,0.07197372550150495,0.05704474759138704,0.07485858962931692,0.04532679300533147,0.02330921330204986,0.05961927150968799,0.023449529806725582,0.12441388952192037,0.08232049823094048,0.0034720784903220295,0.0601605696117562,0.0817130067934817,0.0,0.11870835584671793,0.04999634888775576,0.12363338227110161
NKT,0.04639397434384728,0.020523565188667266,0.06840336804282815,0.04920588978399509,0.1909704984075687,0.132616032655454,0.0,0.09022422532956587,0.02765230447546173,0.0,0.10773946113288796,0.08763832674372381,0.0,0.08994743294906128,0.006172012174228618,0.08251290877271018
NK_CD11d,0.08464791648206102,0.09098353246783634,0.05487620998422807,0.03190379282732189,0.0065562705377745735,0.040887315876279945,0.036298137253162985,0.10552474107772176,0.12865917080675754,0.0036924660075652455,0.04464478908963329,0.06128260311628246,0.0,0.10329593973075299,0.09258531462850526,0.11416180011411671
NK_CD56bright,0.11697256255579111,0.13945331082153162,0.04442365998674248,0.027339356405610825,7.773722554933875e-05,0.03266129895635709,0.0365095391650558,0.055641275558414846,0.18371757849253,0.0061640781653383644,0.04328367262882838,0.05959701006571995,0.0,0.04826631101238294,0.1371570988444008,0.06873551011574634
Neuroendocrine,0.08545069001495165,0.02662029049474951,0.14928475455310591,0.04608379938499138,0.0,0.0,0.11236078189129614,0.09698237025914537,0.03275296171478555,0.01205821388102816,0.012882713919286286,0.10015200406553944,0.0,0.0581733927865634,0.06907380742485873,0.19812421960969856
SMG_Basal,0.4251014821643992,0.0,0.06694437189076508,0.01968017850736972,0.0,0.0,0.0,0.3917348013105826,0.0,0.02267170551445768,0.012358289002405124,0.06150917161002058,0.0,0.0,0.0,0.0
SMG_Duct,0.0,0.0,0.0030454899177613866,0.002444222677986325,0.0,0.004128276091729177,0.002864403008519429,0.7109894860191024,0.0,0.0018382411217020592,0.0,0.0,0.0,0.10945541930756685,0.0,0.16523446185563245
SMG_Mucous,0.005220565031828822,0.002885124270144994,0.0,0.0,0.0,0.0013811122919813784,0.8144714014180927,0.03250444717643795,0.02803263914357374,0.0,0.0,0.0,0.0,0.03473511575201178,0.04125780348100709,0.0395117914349217
SMG_Serous,0.0,0.0,0.0,0.0,0.002483990380154196,0.0021469930325250333,0.0,0.026861858937050034,0.0,0.0,0.0,0.0,0.001089966565210572,0.04511965714651029,9.647284394334526e-05,0.9222010610946065
Schwann_Myelinating,0.0,0.0,0.0685505308935393,0.0,0.0,0.0,0.12079611787451897,0.06364485271357943,0.0,0.006048592873605732,0.0,0.46690243016927546,0.0,0.07766579814261966,0.0,0.19639167733286145
Schwann_nonmyelinating,0.0,0.0,0.06677730193057907,0.0,0.04355097736427518,0.0,0.0,0.0066446013101768946,0.0,0.0,0.0,0.8696517162437551,0.0,0.0,0.0,0.013375403151213628
Secretory_Club,0.23494505378700517,0.036859990368943364,0.1405458968503487,0.03868227167226904,0.0,0.0,0.0,0.0988756353925539,0.12600176864127793,0.032615053733355055,0.03225521038354988,0.058983507936703726,0.0,0.0,0.10760440446993974,0.09263120676405356
Secretory_Goblet,0.0,0.004539175126694616,0.0,0.0,0.0006383573721554501,0.0007385080014393355,0.0018577885630535309,0.003779972884741126,0.11189241766252478,0.0,0.0,0.0,0.018789031435732923,0.0024028958119954227,0.8553618531416628,0.0
Suprabasal,0.011491660383746006,0.8205705680005947,0.0024064627142304025,0.0007093109461814912,0.0,0.00014097341084085496,0.0,0.0,0.036798569644999106,0.00021205511559425894,0.0009534020961543013,0.0008583824573010553,0.04274047341556105,0.0,0.08311814181479667,0.0
T_reg,0.09220350082972735,0.09168554222325614,0.099872189083988,0.06239464888250801,0.051064544173961286,0.08170273759438612,0.0021844857711946684,0.056659065679003036,0.11251135954710792,0.006815116095424606,0.0801973067332466,0.09298828484911559,0.0,0.038336296491990905,0.07085188136048051,0.06053304068460927
gdT,0.06745775701960588,0.04412914481222998,0.10634372102089612,0.06952850019405411,0.07957921440089792,0.0970518752589748,0.00013594075092615546,0.09354312649029392,0.058410182757584896,0.0038027735152062455,0.08667585512725211,0.09020007357977362,0.0,0.07934337394494594,0.02854538016312047,0.09525308096423785
