,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8,mean_cell_type_factorsfact_9,mean_cell_type_factorsfact_10,mean_cell_type_factorsfact_11,mean_cell_type_factorsfact_12,mean_cell_type_factorsfact_13,mean_cell_type_factorsfact_14,mean_cell_type_factorsfact_15,mean_cell_type_factorsfact_16,mean_cell_type_factorsfact_17,mean_cell_type_factorsfact_18,mean_cell_type_factorsfact_19,mean_cell_type_factorsfact_20,mean_cell_type_factorsfact_21,mean_cell_type_factorsfact_22
CD8_TRM,0.028431000356678917,0.01086531750200608,0.030947252214396686,0.01746885365498189,0.016343092951967408,0.014579818947960184,0.08666748472008129,0.0,0.008483870318769939,0.09343088442261974,0.12135704118719626,0.04837061331654649,0.1957015611030872,0.0,0.02590539915230571,0.010982832150952207,0.003035651654671772,0.014075813888642116,0.12141873507948117,0.10830725843362367,0.02258945972959703,0.021038059214434076,0.0
Chondrocyte,0.004507072153869886,0.0,0.001519225877298555,0.0,0.006847439280181046,0.005650718421445589,0.0,0.0,0.9329585852032929,0.0038749824681859695,0.006290706945846903,0.009168069098092079,0.0,0.0,0.00804441354492155,0.0012717333112828454,0.010048833207788837,0.0011082892643038333,0.0012530211000844694,0.0,0.003667726436849427,0.0024678574251051255,0.0013213262614508766
Ciliated,0.0003549198898177915,0.0,0.0054141729695351215,0.0,0.0025833648099670673,0.004469672145600642,0.007379760621943073,0.0,0.0008634152835525745,0.0,0.0003456846157753558,0.0018740949586384425,0.060588420236239705,0.0,0.0005631939829917054,0.0007239030182314849,0.0,0.001834846804274076,0.8182826517451978,0.07882584387208719,0.00012709900475308352,0.0008065944694176194,0.014962361571977492
DC_1,5.410247857469203e-05,0.0,0.03657121897318419,0.0,0.04542452034205851,0.09244775236230093,0.06444816769195684,0.1481618613543683,0.0,0.013978009604159928,0.09840869719336809,0.0,0.02189827583061835,0.10596616936544376,0.030906958995915182,0.0,0.0,0.002821208691869736,0.03878274994030303,0.06918003206733975,0.12775400219557434,0.07759021024076966,0.025606062672194677
DC_2,0.0,0.0,0.0441246825040491,0.0,0.0303412325974069,0.04019733286162873,0.06613754009826196,0.0951287809069855,0.0,0.07312465307744193,0.14121580147349122,0.0,0.07070766533370046,0.04081251759517193,0.018451174156263763,0.0,0.0,0.012795554164226775,0.06759080349517356,0.19638823818248569,0.0409756215748444,0.031645682951318005,0.0303627190275501
DC_activated,0.01323578550718547,0.015375777346169454,0.027184544061323934,0.0,0.02554491503261186,0.009134646592015228,0.12533088570784737,0.022146782698408085,0.003813010337803035,0.059860824622077216,0.20592040640912795,0.028211317514093327,0.1206452428959786,0.024656901010192495,0.012002461028994243,0.0038739985237799287,0.000589443682455407,0.0,0.08747850806886066,0.0989219655409321,0.05869014094834764,0.057382442471795754,0.0
DC_plasmacytoid,0.029073886809913692,0.016097380883182858,0.040365634581913105,0.004571949132361556,0.04264122453454364,0.043275850676276734,0.07940386433480108,0.0,0.011222365482633086,0.0796356513874435,0.10405168397317677,0.05420503907021023,0.13271159371998562,0.02425711332459225,0.049607518761290985,0.013947817133169014,0.000647976172206982,0.05026515940090311,0.06867051806250127,0.07324570143426452,0.04268698961802581,0.03941508150660424,0.0
Deuterosomal,0.0004830909198309706,0.0,0.0,0.0,0.0,0.0,0.0,0.0006696297765850158,0.0,0.0,0.0,0.0034880482384915153,0.884145840863742,0.00029106605483373074,0.0,0.0005969941125714,0.0,0.0,0.07327001974893663,0.02846477987188124,0.0,0.0,0.008590530413127444
Dividing_AT2,0.00031502818887261283,0.013308653040457205,0.0,0.09839328219858373,0.0,0.0,0.025371743568175596,0.0,0.0,0.30935374691568596,0.05304406882412701,0.0025140357008876135,0.21292836301085086,0.0,0.0,0.003989720612657095,0.00010486549674510316,0.0,0.0,0.11061491590527157,0.012328166038091493,0.0,0.15773341049959433
Dividing_Basal,0.0016943696743236204,0.0,0.004451287717084601,0.0,0.0027232507389515904,0.020196300694442313,0.03998002788318628,0.003865079769347298,0.0,0.0058676658814411494,0.00030131105544822074,0.006385658544756871,0.002231686030910509,0.0020383211971458527,0.0057382738490639705,0.0,0.0,0.0022057222643566392,0.0012324085514242849,0.00753606411592601,0.0006384459879676452,0.0007554386200065235,0.8921586874242166
Endothelia_Lymphatic,0.009864256998042586,0.10890770983585614,0.013606444830616833,0.0,0.04143644221540844,0.009341190858586526,0.0,0.09641575314574566,0.0,0.0012632873869232654,0.026389944442178286,0.04457872651291307,0.0,0.3566570959084245,0.010100130906745318,0.026398794969463957,0.0,0.02553613721815698,0.0,0.0,0.04089787491267971,0.18587268247289507,0.002733527385363653
Endothelia_vascular_Cap_a,0.02715724694379439,0.011860580225032141,0.0030512836990932097,0.0032574208205832776,0.0,0.009188127484135037,0.0,0.0,0.0019868048639665632,0.00016754906474888937,0.8199826061824588,0.039529663766064226,0.0005251702989622252,0.0,0.01767600166652556,0.030191867538047784,0.00026184629584740933,0.008461081848810411,0.0024546830962355877,0.0,0.0055600626182901,0.01868800358740432,0.0
Endothelia_vascular_Cap_g,0.017940645817408566,0.010275506795085366,0.0,0.005909368171369896,0.0,0.011139507169604577,0.0,0.0,0.0,0.0,0.8546255520015968,0.021072988032267603,0.00012562928747457234,0.0,0.020738480018049923,0.02028910941449168,0.0,0.015136948650286784,0.0,0.0,0.0,0.022746264642364348,0.0
Endothelia_vascular_arterial_pulmonary,0.08812312316786546,0.03584690712123805,0.007915572728193489,0.0,0.013669813066794743,0.002651879664990312,0.0,0.0,0.0018714219558466868,0.00016756263663828422,0.15095730613898697,0.06493321641430533,0.003113608418657236,0.006170672936482456,0.011695885048375985,0.5404641770411253,0.0005277627867207414,0.007722212154646606,0.0,0.0,0.01963004496111239,0.044538833758020056,0.0
Endothelia_vascular_arterial_systemic,0.024204391903779886,0.008444683607114077,0.0,0.0,0.0,0.001717736994645602,8.133684231381556e-05,0.0,0.0007360763077761972,0.0013661356573635255,0.0036267026934224205,0.04082389833408995,0.0,0.0062067882124277746,0.002575961051240332,0.9055331844987079,0.0,0.0,0.0007858630115152442,0.0,0.0,0.003897240885603367,0.0
Endothelia_vascular_venous_pulmonary,0.0591399124414711,0.06232124995374055,0.0095595914038933,0.004456485308432291,0.010307735430900996,0.02268395735509507,0.0,0.0,0.00517814085848064,0.0028823743071138812,0.09197428682273562,0.06901241113229335,0.0,0.23130735327201363,0.03784522247106208,0.06781868375756227,0.0,0.025651360827867762,0.002516034166218682,0.0,0.02712003986312624,0.27022516062799273,0.0
Endothelia_vascular_venous_systemic,0.012042677153927695,0.0,0.0,0.00022395389588601459,0.026503278497064936,0.010172559767972966,0.0,0.0,0.001118218901486792,0.00023788795865475217,0.0018106449454862049,0.017522767399924512,0.0,0.09059619802935076,0.008862632920760116,0.0037276089087999085,0.0,0.018558761080424563,0.0002372356123596932,0.0,0.0,0.8066191255196102,0.0017664494082908241
Erythrocyte,0.10011968358840606,0.2417349991504421,0.01475482834073025,0.0,0.005892822571033826,0.001489922048843693,0.02011788663146754,0.02382129127702462,0.004907245340009683,0.02055692913951016,0.2051567173116433,0.024617711366649954,0.048638037506688804,0.0,0.004437258181113796,0.17832732002991133,0.002825716097172228,0.0,0.03815679023990617,0.02371515022431566,0.02171012131015897,0.01901956964497189,0.0
Fibro_adventitial,0.009172055393587777,0.012103387307208715,0.0,0.00420882989125023,0.5544717903993166,0.017362103598231187,0.0,0.010258521390247402,0.003824271701583979,0.0,0.0,0.01940003034899705,0.0,0.2583663678857436,0.023248817971138012,0.0027688519688972694,0.005487759494174987,0.06884838277996691,0.0,0.0,0.0023106278715094306,0.008168201998146676,0.0
Fibro_alveolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793417959435491,0.004394611942696697,0.0,0.014683575373011864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015800167407423865
Fibro_immune_recruiting,0.002968435585420492,0.014878703745994102,0.015903762796306693,0.006391001850637756,0.18675006209416467,0.08785567829957484,0.0,0.0807796934195144,0.0009878628763804898,0.0,0.018745894456759817,0.015448779121162853,0.0,0.22203979674004343,0.09452836235306501,0.00547243916658298,0.0,0.1621186418292188,0.0,0.0,0.0223022476619137,0.06282863800326,0.0
Fibro_myofibroblast,0.00040639667733208815,0.030610291206537295,0.0,0.004714929454106929,0.08721069629800701,0.02178198441295521,0.0,0.0,0.0014088412851193388,0.0,0.0,0.01256458533322066,0.0,0.7806708741047708,0.010727647194192972,0.0,0.011704634968890239,0.034759234920914255,0.0,0.0,0.0034398841439530143,0.0,0.0
Fibro_peribronchial,0.0,0.12940809904556091,0.027322801144150963,0.0,0.050411956365180435,0.0,0.0,0.0,0.016802491008662233,0.02483979475437935,0.07679444588638756,0.1286128872376367,0.0,0.16436706662814207,0.0070310977415558055,0.012098722307008996,0.14786900596146763,0.003487593338063136,0.01125932377239302,0.016397739415965056,0.052578505040573216,0.024154840277290528,0.10656363007558238
Fibro_perichondrial,0.011674331251920977,0.0,0.0036314988782436817,0.0,0.022411781463788416,0.0015038130450902207,0.0,0.0,0.011037014688954903,0.004469930829595773,0.007929372137340284,0.020327291597327206,0.0,0.014750374154247774,0.004845408227685537,0.003924807537192625,0.8768007033454112,0.0,0.0009255425707573307,0.0,0.007674642399084706,0.007772345953771259,0.0003211419195880628
ILC,0.0477706412213888,0.03326417615373866,0.037298716153752354,0.0,0.07158466139016494,0.06038648374895699,0.04161972777453976,0.013078813332021865,0.012614445142675974,0.04728725280821048,0.11709297882253378,0.07381036341313954,0.07049025286305481,0.068045840674631,0.0635586368179797,0.018093868984897992,0.0,0.054710411536654784,0.04544221107826925,0.02939333470467888,0.037380909070078294,0.0570762743086322,0.0
Ionocyte_n_Brush,0.001096021522425988,0.0,0.02717136769125534,0.0739974281381536,0.0,0.0,0.07035762266405324,0.0,0.0,0.18516621617555332,0.0022949833390650976,0.005985103951311521,0.22497778164348012,0.0,0.004716990044860415,0.004051246514259451,0.0,0.0,0.15464977973483457,0.24154423771135064,0.003991220869396646,0.0,0.0
MAIT,0.03579354629695037,0.0149698006929865,0.03754176523673411,0.0,0.06881324330451671,0.055376038459442944,0.047975225033016725,0.026400059102292473,0.012787654257535048,0.044510857719134024,0.1828906084951036,0.05330360382175243,0.07816714446683415,0.06356914045183254,0.05504019974088617,0.012992560970853625,0.0,0.0404841539275093,0.04923112247902596,0.02965901835782597,0.03322155167589864,0.0572727055098687,0.0
Macro_CHIT1,0.003963166710405876,0.0,0.0,0.0068672062959166886,0.12301565398165017,0.05123697983521368,0.0,0.4542459138324952,0.0,0.0,0.18785541423071944,0.0,0.0,0.10398945127889651,0.02514851750567457,0.0,0.0,0.029089420271698228,0.0,0.0,0.01421835078449141,0.0003699252728382285,0.0
Macro_interstitial,0.001214128567276394,0.0,0.007121572732925713,0.0,0.15304173737337803,0.04149276040327732,0.01679791156185972,0.30142612055550017,0.0,0.01219665852449591,0.26094929882804135,0.0,0.0058098152054751944,0.07113794856909014,0.0291686769672116,0.0,0.0,0.0200420762219067,0.013979960973010208,0.02201280830722666,0.018314269383941893,0.02393757181548939,0.0013566840098938756
Macro_AW_CX3CR1,0.0,0.0,0.023469588325979774,0.06345675254977874,0.022810235247313747,0.1023534483734988,0.0,0.10220781978881746,0.00601799670236744,0.07763457837799546,0.049774804998780696,0.0,0.04055712519830494,0.042617606238614845,0.05830222189769362,0.0,0.002841211500214553,0.15437139551429427,0.010300772640424847,0.09470119540692386,0.11876215081109184,0.008187678725083325,0.021633417702821775
Macro_alveolar_metallothioneins,0.05615379532348611,0.04879130221801189,0.0,0.0,0.12802590306614345,0.06101859207629892,0.0,0.3515100633009143,0.0,0.002259547462969642,0.04960045163661262,0.009001314289522855,0.0034835593527517126,0.14057845358140453,0.024016628141935406,0.0,0.0,0.0621924983706079,0.0,0.003612333489609001,0.024990721915816215,0.034764835773915474,0.0
Macro_alv,0.022254876174313487,0.05050581925612685,0.0,0.0,0.056984069043045815,0.03923570452288693,0.0,0.1456553707829337,0.0,0.0,0.542818621104412,0.008562209010627021,0.0,0.043386353141935764,0.011744929365455256,0.0,0.0,0.015050834774478564,0.0,0.005897900725589784,0.03728156128165487,0.016407051466449607,0.004214699350090243
Macro_dividing,0.026680299099052725,0.06404798377886783,0.000197040179073585,0.0,0.060202375782070446,0.04298509952514563,0.0008779495889517306,0.16755365816809537,0.0,0.011782105455672506,0.3474138922880934,0.02041176496243496,0.0,0.07219961900035578,0.014382564951813078,0.0,0.0,0.015229476185351143,0.0032698508190323917,0.011873212812792813,0.10272305466811958,0.015325977997458011,0.022844074737619062
Macro_int,0.0,0.0,0.0,0.0,0.20378175103951224,0.0,0.0,0.6335904835223426,0.0,0.0,0.06594849561390674,0.0,0.0,0.08233921846045833,0.0,0.0,0.0,0.0,0.0,0.0,0.014340051363780266,0.0,0.0
Macro_CCL,0.013042772737452425,0.0,0.003448787277008636,0.0,0.0896711432328159,0.10968229242682101,0.026326533985718603,0.14231945046841787,0.0,0.026857373309063758,0.22530852880484042,0.007653857986860749,0.012012237296656311,0.06996076505091142,0.05824218321214003,0.00016013073403761227,0.0,0.07539817407366649,0.02297690101062553,0.027893135630362977,0.04119645209549488,0.042902340137913476,0.004946940529191967
Mast_cell,0.0006524500082510152,0.07407013899326446,0.009857740345098223,0.0,0.030319986653746314,0.0,0.06736822711436787,0.06030121449764497,0.0026352242440411027,0.047672150440687434,0.1083067667667451,0.08382781676298925,0.08798639926601154,0.2704146636101003,0.0,0.0020298929086664235,0.0,0.0,0.052462596360643446,0.03674400938172286,0.013756821845524972,0.05051255477148146,0.0010813460290133006
Megakaryocyte,0.048739722473360454,0.0,0.03853605559989608,0.037942913010032615,0.0,0.022116107221336487,0.02796230257420583,0.0,0.022446448311652507,0.12498636251993739,0.0807709440985566,0.10992096722181459,0.17416593824722576,0.0,0.07597401572859426,0.02809930527258502,0.00973806113468311,0.036326470321102845,0.06462860737543716,0.03928314884548214,0.040266386041666005,0.018096244002431386,0.0
Mesothelia,0.007825901142053494,0.021372431182256228,0.0,0.034690894893559636,0.1879561046583753,0.15370143147573986,0.0,0.34195994228813825,0.0,0.0,0.0011261362690829237,0.0,0.0,0.10168528809826305,0.07357774500013632,0.0,0.0,0.0211545482746798,0.0,0.0,0.014930593413154029,0.03527198918617572,0.004746994118385507
Macrophage_intermediate,0.03422312934001628,0.012877243359138887,0.011708419403728658,0.0,0.13091051909626392,0.08552057291567994,0.018928580282187947,0.1740501440340185,0.002111978680902725,0.023715810354500017,0.08968627804495694,0.021088560924533453,0.00508235480086144,0.11002977785612914,0.06986153015884825,0.004420033126410872,0.0,0.08295644663559983,0.008461982394381288,0.007487905833893817,0.04572740486809916,0.058649288683844905,0.002502039206004213
Monocyte_CD14,0.01909487486784812,0.0,0.0064842269972976855,0.0,0.1308500396115468,0.0,0.0029059332097684937,0.2604374552198149,0.0010790746036926965,0.015061403673306495,0.20470021768410032,0.01838771468387803,0.0,0.238655482619579,0.0,0.005644021740283273,0.0,0.0,0.0053904302755989715,0.0,0.02242556790125622,0.06888355691202877,0.0
Monocyte_CD16,0.025771416465954315,0.0,0.017843337990209263,0.0,0.11795774302992149,0.03925699448600279,0.016154054765235622,0.2005129178401337,0.0021770226527474904,0.02099968006984932,0.13046365069658025,0.023154938718249835,0.008725223823220614,0.189864212206584,0.03532136404660478,0.008712505401859125,0.0,0.031159934444112167,0.014816070974228131,0.012687157991447115,0.03241374931142772,0.06476878336297806,0.007239241722653956
Muscle_airway,0.10667343634098567,0.1565070688351228,0.0,0.0,0.0,0.0,0.0006402200754718843,0.0,0.0005121830935022016,0.0010492984191520544,0.00031044891450216075,0.7092076994497963,0.0015440765926925811,0.0,0.0,0.021996921995272485,0.00015684450748076662,0.0,0.00034971085185916826,0.00042595040746934724,0.0,0.0,0.000626140516692555
Muscle_pericyte_airway,0.03758334560302795,0.0,0.01325257166995412,0.0,0.1605441911139701,0.0,0.0,0.2083985149896712,0.0,0.0,0.001504180165867639,0.01140166467375689,0.0,0.24559947260250267,0.028454282826097126,0.0,0.0,0.0,0.0,0.0,0.013475953020576857,0.2797858233345754,0.0
Muscle_pericyte_parenchyma,0.034036308277574284,0.05873651823912911,0.014538206340908398,0.012136394864871886,0.023864568500891102,0.05400076212952458,0.0,0.0,0.0070351306545137675,0.0017019439511769573,0.5235077278423199,0.05705018771157394,0.000369761275213076,0.027215805964020855,0.06541883565350645,0.020431930328085834,0.0,0.0533887284480337,0.0,0.0,0.022809226734810662,0.020151906826488663,0.003606056257356844
Muscle_perivascular_immune_recruiting,0.04827371124127073,0.018652218647092125,0.02072255959726916,0.009326860187862425,0.09290634885237646,0.07179844778221066,0.0,0.13176599134115716,0.0,0.0,0.03315940804016276,0.03597604914623844,0.0,0.17061033664947645,0.08929100236104234,0.029501322885129133,0.0,0.08448528151646727,0.0,0.0,0.030259769065712382,0.13327069268653258,0.0
Muscle_smooth_pulmonary,0.22166356911193313,0.5166414602254715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027352570672246825,0.25330261274286864,0.0,0.00680676886910737,0.0006211019461377555,0.0,0.0,0.0006909613977589921,0.0,0.0,0.0,0.0,0.0
Muscle_smooth_syst_arterial,0.5468920973144767,0.1685962201789292,0.0008478936391729808,0.0018587667618730386,0.0020801871019140885,0.005354256489985608,0.0,0.0,0.0009346751016738357,0.0,0.0006111718163650854,0.20103170199913928,0.0,0.0,0.014657280450228717,0.046506626452263576,0.0,0.00807133472250925,0.0,0.0,0.0018529433280667323,0.0007048446434018719,0.0
Myoepithelial,0.017201965134753153,0.0,0.05985674511869336,0.2687280843802785,0.0,0.15013723451546765,0.0,0.0,0.004475747690314609,0.02318114077944929,0.01245015286436423,0.03802709990378434,0.015751326459884186,0.0,0.3423313943650192,0.007688654915944194,0.00023454062505527762,0.03934502596207292,0.0,0.0,0.020590887284919104,0.0,0.0
NAF_endoneurial,0.0705031615586454,0.03236654762044859,0.02500664020046256,0.0,0.024396130202305622,0.01280030809962366,0.0,0.0,0.02922193743194574,0.014342446720540487,0.02625095530550088,0.1561668057171554,0.0,0.0,0.033342122663370694,0.03212828670222126,0.009474456480790793,0.00981551421292804,0.005404493213522572,0.0,0.5007356992143045,0.018044494656233652,0.0
NAF_perineurial,0.042713952254469126,0.14753964405944187,0.04286282914198057,0.0,0.02821946662978609,0.0,0.0,0.0,0.014359012382776804,0.006107547505970057,0.04543543614088157,0.14561916822403428,0.0,0.0,0.0,0.05122204092905515,0.007068394297899265,0.0,0.0037501508319853563,0.0,0.4187395009665168,0.04636285663520309,0.0
NK_CD16hi,0.031867723307007115,0.025095413021166114,0.03061734844898837,0.01696161178943204,0.0399937312843037,0.09786239917197115,0.03769635876345779,0.0,0.008660352893605582,0.04706585955226907,0.1347726467042877,0.056697702445176155,0.08716641345174903,0.023799390842388926,0.09286824407348211,0.015830600496399855,0.0,0.09836077879695002,0.05164254893570523,0.03866873902106541,0.03040662173020071,0.03396551527039396,0.0
NKT,0.036011739982314335,0.0244475444541203,0.02846175269978677,0.0,0.09381604701212494,0.06497252138182033,0.017673753907979303,0.08901699478780807,0.006608476325662786,0.021604248191850126,0.16771564628413052,0.050510062749639775,0.019724180415188166,0.1311031673851658,0.06288349190829491,0.01146926353822616,0.0,0.05548849532058294,0.01781264267134443,0.005352971072371354,0.029796844966336694,0.06553015494525201,0.0
NK_CD11d,0.023252470464189406,0.015893384587194657,0.029082397893511833,0.024299471274812533,0.026908146067456454,0.08341723250893351,0.05766610971674107,0.0,0.006950802477973885,0.06167558350658936,0.10062592156040873,0.042284040650919875,0.13455321713436622,0.009970667504671803,0.08608579550463921,0.010684801001814709,0.0,0.0857017895749483,0.0818263021258849,0.0707476724608007,0.023516983583663897,0.024857210400478745,0.0
NK_CD56bright,0.02178239225845768,0.006210510398835375,0.035287686309015805,0.020511529182788733,0.02112169118544516,0.04085736060626687,0.08415313018413494,0.0,0.006962054852170155,0.08454099981213124,0.09530049081260096,0.03423753993075145,0.18896536482143755,0.0039192189210521975,0.050554231815191815,0.008776849649919555,0.0013349542812021416,0.04006745882296257,0.11120855772836621,0.09977269063723707,0.021650594203582077,0.02278469358645046,0.0
Neuroendocrine,0.04282575714430955,0.008171222318943497,0.04864010565162837,0.09149489301566155,0.0,0.07460955197461167,0.013551526065972352,0.0,0.01565658436797936,0.061488588008557145,0.04840189556286935,0.12508098341908597,0.08047920086825981,0.0,0.15709717684317037,0.023731558953361348,0.005319220380802128,0.05801412542758867,0.014598757695260417,0.05543423063874906,0.06826280355832083,0.007141818104868478,0.0
SMG_Basal,0.008254134620915333,0.0,0.8727515099077745,0.0,0.0027315960859951535,0.032081813105231324,0.008442256118602083,0.0,0.00275105373816471,0.0061438609352789265,0.00024152465008209342,0.014215993818336842,0.006751301347206863,0.0,0.01683741303368037,0.0005308732267158835,0.0005848341908858731,0.007172231609502716,0.005343439643720459,0.002703801161573465,0.0,0.0033478123364450722,0.009114550469888542
SMG_Duct,0.0024322737402257743,0.0,0.03543811296930572,0.0,0.0044063107065410775,0.7276463388994491,0.0,0.0,0.002223859520067914,0.0,0.0,0.0023018073716055787,0.0,0.0,0.1557219192421071,0.0,0.0008311700342197829,0.06899820751647803,0.0,0.0,0.0,0.0,0.0
SMG_Mucous,0.0,0.0,0.001929830204320284,0.7844017218613542,5.987892022850186e-05,0.029496425448625064,0.0028315052369847476,0.009757592047481693,0.0,0.0026760010692256225,0.0,0.0,0.04353794102007276,0.0,0.03314464858862549,0.0,0.0,0.03206991244319007,0.023495162015639823,0.036599381144251805,0.0,0.0,0.0
