,mean_cell_type_factorsfact_0,mean_cell_type_factorsfact_1,mean_cell_type_factorsfact_2,mean_cell_type_factorsfact_3,mean_cell_type_factorsfact_4,mean_cell_type_factorsfact_5,mean_cell_type_factorsfact_6,mean_cell_type_factorsfact_7,mean_cell_type_factorsfact_8
DC_activated,0.031143318431265544,0.1979093098892372,0.07869459776659436,0.27171733005330106,0.12221632291118073,0.047183090432939424,0.022818254831587902,0.22831777568389383,0.0
DC_plasmacytoid,0.0972265800824223,0.12285896878711933,0.10419654695639653,0.20012696531952667,0.0959938597248319,0.06214282708877173,0.07917488889297955,0.16558245080101855,0.07269691234693348
Deuterosomal,0.0,0.20958431642317416,0.0,0.09422575559716849,0.0,0.0,0.0,0.6961899279796574,0.0
Dividing_AT2,0.004781540134519171,0.2630570179382371,0.01851817832231693,0.5862640777148999,0.0,0.017445241162128738,0.022248434445677256,0.05927851635952457,0.02840699392269643
Dividing_Basal,0.0,0.0,0.03379996821424364,0.7444326998226718,0.06471063474767307,0.0,0.15705669721541157,0.0,0.0
Endothelia_Lymphatic,0.00975664251945444,0.0,0.11588779306251723,0.005645609528393467,0.7237187441815834,0.10522952076997923,0.00012833441275518053,0.0,0.039633355525317035
Endothelia_vascular_Cap_a,0.1335782357741106,0.0,0.3082179256063145,0.06512627892249605,0.14195276013085414,0.22767702796232944,0.07035755998960345,0.0427944889141734,0.010295722700118193
Endothelia_vascular_Cap_g,0.16312057429788743,0.0,0.2419145367436668,0.06321756776661545,0.16951613949654198,0.196928794691755,0.08438913393174145,0.03413501734032897,0.04677823573146296
Endothelia_vascular_arterial_pulmonary,0.04949913025279329,0.0,0.20097916618687672,0.012005214231322262,0.08714114401826571,0.6191953729683947,0.003182131386158356,0.005245351783688194,0.02275248917250087
Endothelia_vascular_arterial_systemic,0.0,0.0,0.10920470229283913,0.011736980376101987,0.0,0.8747650285028286,0.0,0.0005707462086273685,0.003722542619602677
Endothelia_vascular_venous_pulmonary,0.08191747992161731,0.0,0.15577418048048894,0.011294205917192735,0.5216499626060632,0.1872188351195407,0.026243734077512487,0.00695427217118238,0.008947329706402206
Endothelia_vascular_venous_systemic,0.04755925029624394,0.0,0.06375124171970008,0.013867954458870587,0.7855198458994757,0.08560492651431657,0.0,0.0036967811113930086,0.0
Erythrocyte,0.00991338291593536,0.0594002693175314,0.14430543085411748,0.08066489014303989,0.052785051221514556,0.5223166120212979,0.004633247633838813,0.11624244462187429,0.009738671270850267
Fibro_adventitial,0.06707796569491704,0.0,0.044262070871520086,0.0,0.6982112211522801,0.01852193096303578,0.058953487278006526,0.0005440280047536311,0.1124292960354869
Fibro_alveolar,0.03619830019029615,0.0,0.3012706760153291,0.13645877842788892,0.3573893787570003,0.11835715548079678,0.01623193795693036,0.03409377317175849,0.0
Fibro_immune_recruiting,0.15180498058780623,0.0,0.03155255308013769,0.0,0.4368348756422264,0.013185278422820683,0.12787846157779295,0.0,0.2387438506892161
Fibro_myofibroblast,0.0,0.0,0.006465092875574436,0.00029208466015500316,0.9888428476745079,0.004399974789762627,0.0,0.0,0.0
Fibro_peribronchial,0.01272125677347435,0.03236032133809166,0.35291684051456906,0.12823390408756602,0.38380944015889795,0.07419754044744353,0.0,0.015760696679957317,0.0
Fibro_perichondrial,0.02026248029668762,0.0,0.21029400462454648,0.026865892234134423,0.6629270691240416,0.06303676388305415,0.0,0.016613789837535774,0.0
ILC,0.12108062243164838,0.04234148680084847,0.1388950372750958,0.11378280340729312,0.19148706777681962,0.09931973422840001,0.10755623181040584,0.10541360453449715,0.08012341173499145
Ionocyte_n_Brush,0.02657859786455036,0.3974131826489466,0.006132796134489611,0.2625524873873053,0.0,0.004623485983262798,0.005312098535163668,0.29242340578127873,0.0049639456650029876
MAIT,0.11554014053124699,0.04555496943324139,0.11313720754560393,0.13251787510133853,0.20913774622965273,0.07869251449304084,0.1110814425277566,0.12645505748652322,0.06788304665159564
Macro_CHIT1,0.024314826708842587,0.0,0.0,0.0,0.5169527192753692,0.004273582389436148,0.14112647451082433,0.0,0.3133323971155277
Macro_interstitial,0.060443578823549816,0.033560580610546016,0.008003533103291457,0.06053132060463846,0.46701297558938626,0.012161669560426374,0.12461448785948176,0.03838865579715906,0.1952831980515208
Macro_AW_CX3CR1,0.10858128137504523,0.16127132075285086,0.0,0.09825245033849801,0.1150536818883853,0.008068848578689043,0.1825502560959561,0.03006113904268512,0.29616102192789046
Macro_alveolar_metallothioneins,0.03201466303905626,0.002377012992064922,0.022396506945317154,0.004900600603089563,0.45359453745420564,0.11428651108634702,0.12239275714570408,0.0,0.24803741073421534
Macro_alv,0.04649839371338508,0.0,0.09991198091491661,0.03972635402295791,0.3694726744439252,0.1426513463536731,0.14359541097234213,0.012712984049852744,0.14543085552894744
Macro_dividing,0.039360619434202194,0.006506895579390068,0.11519382665012748,0.06957446896555139,0.3613099398938676,0.13284494997070123,0.12835076695337921,0.015702854814288965,0.13115567773849185
Macro_int,0.0,0.0,0.0,0.0,0.6804311657403418,0.0,0.0,0.0,0.31956883425965826
Macro_CCL,0.11740819553418892,0.0333690195379663,0.030355027160420114,0.08271052080982366,0.27195273401186393,0.028194153524989645,0.20060555233024516,0.05285349676348123,0.18255130032702108
Mast_cell,0.0,0.06789967962080463,0.16432611231679337,0.15828260352119392,0.43958078910486925,0.04254593575124785,0.0,0.12736487968509105,0.0
Megakaryocyte,0.14570148693997864,0.0770632352316222,0.19468218204860238,0.1953746463018051,0.0,0.08479575978524809,0.05736223722208828,0.17931526137772977,0.06570519109292539
Mesothelia,0.10498406080840486,0.0,0.0,0.0,0.4057983769902978,0.022379073293757847,0.2627659791821694,0.0,0.20407250972537003
Macrophage_intermediate,0.1244945109867206,0.0019837137137627505,0.04550034012843716,0.05764838453416515,0.3477619530526442,0.06180362657491206,0.1505296786349404,0.020124663268507068,0.19015312910591056
Monocyte_CD14,0.005639640448593089,0.0,0.047193535481337166,0.040179601613099046,0.7857142835849056,0.04504294109540357,0.0,0.015823557066636927,0.06040644071002457
Monocyte_CD16,0.06493077107295483,0.014753092438407622,0.04820916422789546,0.0647877478081391,0.5087645910952896,0.047658223752909304,0.08948727656561575,0.0345622986275659,0.1268468344112224
Muscle_airway,0.00018624109236702518,0.0,0.8498235377048148,0.003435215403629375,0.0,0.14374090465717948,0.0,0.002814101142009445,0.0
Muscle_pericyte_airway,0.054922444941544774,0.0,0.02085679162518347,0.001700802867747949,0.7685052888657354,0.07459876703626189,0.013176661390326984,0.0,0.06623924327319952
Muscle_pericyte_parenchyma,0.1917145415275013,0.0,0.20346285574324066,0.03165963808809707,0.14512902463396415,0.1564511066679006,0.14610563846176924,0.009627074395627393,0.11585012048189938
Muscle_perivascular_immune_recruiting,0.1515721901581567,0.0,0.0635313351940726,0.0023564771369038355,0.39924554346229163,0.09234260637115642,0.12155785557896828,0.0,0.16939399209845038
Muscle_smooth_pulmonary,0.0,0.0,0.4480181175041294,0.0,0.020008019039404037,0.5319738634564666,0.0,0.0,0.0
Muscle_smooth_syst_arterial,0.028761965719188806,0.0,0.244843386969136,0.0014591078549051823,0.0,0.6995034217356275,0.012686715432956639,0.0022398344744749455,0.010505567813711106
Myoepithelial,0.4474996048075445,0.027360462032856445,0.04709879019967605,0.04313584641670223,0.0,0.019923013876865004,0.25762621877754593,0.014206958865729426,0.1431491050230804
NAF_endoneurial,0.12654228908978524,0.0,0.4957381974676604,0.021151673044663477,0.06099511397980172,0.21987806911366448,0.05324381677804694,0.020069020080553522,0.0023818204458242146
NAF_perineurial,0.03722175535151678,0.0,0.5487758132996842,0.011577991599727026,0.09632608523515504,0.2919455413101812,0.0,0.014152813203735752,0.0
NK_CD16hi,0.1647905372426437,0.059537259110576835,0.10372180128488719,0.10206048091500401,0.08514956531867446,0.06697534441446862,0.15808791613760867,0.1134958391246461,0.14618125645149055
NKT,0.12291090160227333,0.0,0.1052734425787616,0.06107068399525537,0.3449814230833,0.08020568762690775,0.1251362857217134,0.04486187085014862,0.11555970454163991
NK_CD11d,0.14803670243157432,0.11696528980653298,0.07446469992754866,0.13425421049137834,0.048978232982663183,0.04693647343734843,0.13262790896535426,0.1691980455127422,0.12853843644485774
NK_CD56bright,0.09399515884335945,0.179058102049838,0.06228224002202633,0.19955996662595085,0.03797459194836444,0.042558049673352125,0.07427102745431252,0.24575562612033316,0.0645452372624631
Neuroendocrine,0.24915123169439787,0.10414957579717472,0.19473969553795145,0.08843361729336043,0.0,0.0654756775844856,0.14084848158690075,0.04796489018007675,0.10923683032565244
SMG_Basal,0.0,0.0,0.10532153946533424,0.2912514684861814,0.0,0.03535741515679642,0.5440855609099525,0.023984015981735583,0.0
SMG_Duct,0.1765248429418547,0.0,0.005368165316581465,0.0,0.001561769645779404,0.002729918814473201,0.708939002802198,0.0,0.10487630047911317
SMG_Mucous,0.03725769970149808,0.27973221804674436,0.0,0.01079542218004592,0.0,0.0,0.21095216956933496,0.028976999803107445,0.4322854906992694
SMG_Serous,0.9563635062745661,0.0012407880916310554,0.0,0.0,0.0,0.0,0.027622252064605533,0.0,0.014773453569197348
Schwann_Myelinating,0.3658538556874454,0.0,0.18523610975262697,0.006489780579653165,0.0,0.06869796047783082,0.14997062567650132,0.014685417786481697,0.20906625003946064
Schwann_nonmyelinating,0.09103926623450195,0.0,0.5161946948529932,0.0,0.1677636531532796,0.20496758767658485,0.016654767163596266,0.003380030919044127,0.0
Secretory_Club,0.12196110721706505,0.11809649896293951,0.1899813125279508,0.20753381051793918,0.0,0.05524411517684132,0.12655066176015753,0.1806324938371065,0.0
Secretory_Goblet,0.0,0.8986392037041019,0.004387135670643494,0.0,0.0,0.0,0.0,0.09697366062525457,0.0
Suprabasal,0.0,0.1514370533270221,0.0,0.7525492927682691,0.0,0.0,0.0,0.09601365390470877,0.0
T_reg,0.09074289957568125,0.08768821306739587,0.14361818521460076,0.15575269016079377,0.1424841760381111,0.09479999581037891,0.07689289465758344,0.1633988694850952,0.044622075990359666
gdT,0.13529044327402123,0.02733405941958051,0.15076599076487493,0.09497140805354891,0.1825657890593559,0.10262498665637859,0.12363888073412672,0.08672871935604637,0.09607972268206691
